ID,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT
133.0,0.0,0.0,0.0,0.0,0.0,0.0,12.803136075349023,0.0,0.0,0.0,12.621199912762565,0.0,1.927479427401986,0.0,0.0,0.0,0.0,3.7431128532139453
134.0,0.0,0.0,0.0,0.0,0.0,0.0,11.227338990920707,0.0,0.0,0.0,0.0,10.151927179826108,1.057802438726633,0.0,0.0,0.0,0.0,3.943507333119186
135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.458455697524756,13.108739838109171,0.0,0.0,0.0,1.6542149207517582,0.0,0.0,0.0,0.0,4.666574308045937
136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.003726394585778,0.0,11.632070017811118,0.0,0.0,1.152177609282042,0.0,0.0,0.0,0.0,4.106479171543477
137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05634323450806,0.0,0.0,12.165827112301837,0.0,2.663649677098785,0.0,0.0,0.0,0.0,1.7294844725561482
138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.100217129725193,0.0,0.0,0.0,8.638783570351183,2.7684626309811597,0.0,0.0,0.0,0.0,2.217720509009733
