,Time,Mass
0,0,-0.002
1,2,-0.002
2,4,-0.002
3,6,-0.002
4,8,-0.002
5,10,-0.002
6,12,-0.002
7,14,-0.003
8,16,-0.003
9,18,-0.003
10,20,-0.003
11,22,-0.003
12,24,-0.003
13,26,-0.003
14,28,-0.002
15,30,-0.003
16,32,-0.003
17,34,-0.002
18,36,-0.002
19,38,-0.002
20,40,-0.002
21,42,-0.002
22,44,-0.002
23,46,-0.002
24,48,-0.002
25,50,-0.002
26,52,-0.003
27,54,-0.003
28,56,-0.003
29,58,-0.003
30,60,-0.003
31,62,-0.003
32,64,-0.006
33,66,-0.006
34,68,0.974
35,70,0.974
36,72,0.975
37,74,0.976
38,76,1.964
39,78,1.964
40,80,1.963
41,82,1.963
42,84,2.943
43,86,2.943
44,88,2.943
45,90,2.945
46,92,3.919
47,94,3.919
48,96,3.919
49,98,3.919
50,100,4.893
51,102,4.893
52,104,4.893
53,106,4.893
54,108,5.897
55,110,5.897
56,112,5.897
57,114,5.897
58,116,6.872
59,118,6.871
60,120,6.871
61,122,6.871
62,124,7.851
63,126,7.851
64,128,7.851
65,130,7.852
66,132,7.852
67,134,8.855
68,136,8.856
69,138,8.856
70,140,9.86
71,142,9.86
72,144,9.861
73,146,9.861
74,148,10.864
75,150,10.864
76,152,10.864
77,154,10.864
78,156,11.868
79,158,11.868
80,160,11.868
81,162,11.868
82,164,12.852
83,166,12.852
84,168,12.852
85,170,12.852
86,172,13.853
87,174,13.853
88,176,13.854
89,178,13.855
90,180,14.814
91,182,14.814
92,184,14.813
93,186,14.814
94,188,15.774
95,190,15.774
96,192,15.774
97,194,15.775
98,196,16.778
99,198,16.777
100,200,16.775
101,202,16.778
102,204,17.775
103,206,17.775
104,208,17.775
105,210,17.774
106,212,18.774
107,214,18.774
108,216,18.775
109,218,18.774
110,220,19.775
111,222,19.775
112,224,19.775
113,226,19.775
114,228,20.773
115,230,20.773
116,232,20.772
117,234,20.771
118,236,21.766
119,238,21.764
120,240,21.763
121,242,21.764
122,244,22.757
123,246,22.757
124,248,22.758
125,250,22.758
126,252,23.499
127,254,23.499
128,256,24.237
129,258,24.237
130,260,24.237
131,262,24.239
132,264,25.239
133,266,26.243
134,268,26.244
135,270,26.243
136,272,26.241
137,274,27.245
138,276,27.245
139,278,27.244
140,280,27.243
141,282,28.247
142,284,28.244
143,286,28.244
144,288,28.244
145,290,29.247
146,292,29.246
147,294,29.245
148,296,29.245
149,298,30.248
150,300,30.247
151,302,30.246
152,304,30.246
153,306,31.247
154,308,31.247
155,310,31.247
156,312,31.246
157,314,31.996
158,316,31.996
159,318,31.997
160,320,32.746
161,322,32.747
162,324,32.748
163,326,33.748
164,328,33.748
165,330,33.748
166,332,33.747
167,334,34.75
168,336,34.75
169,338,34.749
170,340,34.749
171,342,35.749
172,344,35.749
173,346,35.747
174,348,35.747
175,350,36.75
176,352,36.75
177,354,36.749
178,356,36.748
179,358,37.749
180,360,37.748
181,362,37.747
182,364,37.746
183,366,38.748
184,368,38.747
185,370,38.746
186,372,38.746
187,374,39.705
188,376,39.704
189,378,39.704
190,380,39.704
191,382,40.668
192,384,40.668
193,386,41.665
194,388,41.665
195,390,41.665
196,392,41.665
197,394,42.668
198,396,42.666
199,398,42.664
200,400,42.665
201,402,43.666
202,404,43.666
203,406,43.665
204,408,43.665
205,410,44.665
206,412,44.665
207,414,44.664
208,416,44.666
209,418,45.661
210,420,45.661
211,422,45.66
212,424,45.66
213,426,46.658
214,428,46.656
215,430,46.656
216,432,46.656
217,434,47.655
218,436,47.654
219,438,47.653
220,440,47.653
221,442,47.653
222,444,48.65
223,446,48.65
224,448,48.649
225,450,48.648
226,452,48.648
227,454,48.648
228,456,48.646
229,458,48.646
230,460,48.648
231,462,48.649
232,464,48.651
233,466,48.651
234,468,48.645
235,470,48.646
236,472,48.645
237,474,48.645
238,476,48.645
239,478,48.643
240,480,48.643
241,482,48.644
242,484,48.644
243,486,48.644
244,488,48.644
245,490,48.644
246,492,48.643
247,494,48.643
248,496,48.643
249,498,48.643
250,500,48.643
251,502,48.641
252,504,48.64
253,506,48.641
254,508,49.063
255,510,49.063
256,512,49.063
257,514,49.063
258,516,49.096
259,518,49.096
260,520,49.121
261,522,49.121
262,524,49.148
263,526,49.148
264,528,49.175
265,530,49.175
266,532,49.204
267,534,49.204
268,536,49.201
269,538,49.204
270,540,49.204
271,542,49.206
272,544,49.209
273,546,49.205
274,548,49.205
275,550,49.205
276,552,49.205
277,554,49.205
278,556,49.205
279,558,49.204
280,560,49.204
281,562,49.204
282,564,49.202
283,566,49.201
284,568,49.201
285,570,49.201
286,572,49.201
287,574,49.2
288,576,49.2
289,578,49.2
290,580,49.2
291,582,49.2
292,584,49.198
293,586,49.197
294,588,49.198
295,590,49.786
296,592,49.786
297,594,49.786
298,596,49.786
299,598,49.817
300,600,49.816
301,602,49.839
302,604,49.867
303,606,49.867
304,608,49.895
305,610,49.895
306,612,49.93
307,614,49.927
308,616,49.927
309,618,49.925
310,620,49.924
311,622,49.924
312,624,49.924
313,626,49.922
314,628,49.922
315,630,49.922
316,632,49.922
317,634,49.923
318,636,49.924
319,638,49.924
320,640,49.924
321,642,49.924
322,644,49.924
323,646,49.921
324,648,49.921
325,650,50.306
326,652,50.306
327,654,50.305
328,656,50.304
329,658,50.33
330,660,50.329
331,662,50.328
332,664,50.328
333,666,50.33
334,668,50.33
335,670,50.33
336,672,50.33
337,674,50.329
338,676,50.328
339,678,50.328
340,680,50.327
341,682,50.327
342,684,50.327
343,686,50.327
344,688,50.325
345,690,50.325
346,692,50.325
347,694,50.326
348,696,50.326
349,698,50.328
350,700,50.328
351,702,50.328
352,704,50.325
353,706,50.324
354,708,50.325
355,710,50.321
356,712,50.823
357,714,50.823
358,716,50.822
359,718,50.822
360,720,50.853
361,722,50.852
362,724,50.851
363,726,50.853
364,728,50.883
365,730,50.882
366,732,50.91
367,734,50.91
368,736,50.935
369,738,50.935
370,740,50.934
371,742,50.939
372,744,50.939
373,746,50.938
374,748,50.937
375,750,50.935
376,752,50.935
377,754,50.933
378,756,50.933
379,758,50.934
380,760,50.935
381,762,50.933
382,764,50.933
383,766,50.935
384,768,50.937
385,770,50.937
386,772,50.933
387,774,50.933
388,776,50.931
389,778,51.343
390,780,51.343
391,782,51.342
392,784,51.376
393,786,51.378
394,788,51.4
395,790,51.399
396,792,51.425
397,794,51.425
398,796,51.452
399,798,51.451
400,800,51.45
401,802,51.478
402,804,51.478
403,806,51.477
404,808,51.477
405,810,51.477
406,812,51.476
407,814,51.475
408,816,51.474
409,818,51.474
410,820,51.474
411,822,51.473
412,824,51.473
413,826,51.473
414,828,51.473
415,830,51.473
416,832,51.471
417,834,51.47
418,836,51.47
419,838,51.743
420,840,51.743
421,842,51.742
422,844,51.741
423,846,51.774
424,848,51.773
425,850,51.798
426,852,51.798
427,854,51.826
428,856,51.825
429,858,51.824
430,860,51.825
431,862,51.826
432,864,51.829
433,866,51.829
434,868,51.826
435,870,51.826
436,872,51.825
437,874,51.825
438,876,51.824
439,878,51.822
440,880,51.822
441,882,51.823
442,884,51.823
443,886,51.823
444,888,51.821
445,890,51.82
446,892,51.82
447,894,51.82
448,896,51.818
449,898,51.818
450,900,51.816
451,902,51.82
452,904,51.819
453,906,51.819
454,908,51.819
455,910,51.819
456,912,51.818
457,914,51.818
458,916,52.495
459,918,52.495
460,920,52.493
461,922,52.493
462,924,52.492
463,926,52.492
464,928,52.492
465,930,52.492
466,932,52.492
467,934,52.492
468,936,52.492
469,938,52.49
470,940,52.489
471,942,52.489
472,944,52.489
473,946,52.49
474,948,52.489
475,950,52.488
476,952,52.488
477,954,52.488
478,956,52.487
479,958,52.485
480,960,52.485
481,962,52.485
482,964,52.485
483,966,52.485
484,968,52.485
485,970,52.484
486,972,52.484
