,Time,Mass
0,0,-0.001
1,2,-0.001
2,4,-0.001
3,6,-0.001
4,8,-0.001
5,10,-0.001
6,12,-0.001
7,14,-0.002
8,16,-0.002
9,18,-0.002
10,20,-0.002
11,22,-0.002
12,24,-0.002
13,26,-0.002
14,28,-0.003
15,30,-0.003
16,32,-0.003
17,34,-0.003
18,36,-0.003
19,38,-0.003
20,40,-0.003
21,42,-0.003
22,44,-0.003
23,46,-0.003
24,48,-0.003
25,50,-0.003
26,52,-0.003
27,54,-0.003
28,56,-0.003
29,58,-0.003
30,60,-0.003
31,62,-0.003
32,64,-0.003
33,66,-0.003
34,68,-0.002
35,70,-0.002
36,72,-0.002
37,74,-0.002
38,76,-0.002
39,78,-0.003
40,80,-0.003
41,82,-0.003
42,84,-0.003
43,86,-0.003
44,88,-0.003
45,90,-0.003
46,92,-0.003
47,94,-0.003
48,96,-0.003
49,98,-0.003
50,100,-0.003
51,102,-0.003
52,104,-0.003
53,106,-0.003
54,108,-0.003
55,110,-0.003
56,112,-0.003
57,114,-0.003
58,116,-0.003
59,118,-0.003
60,120,-0.003
61,122,-0.003
62,124,-0.003
63,126,-0.003
64,128,-0.003
65,130,-0.003
66,132,-0.003
67,134,-0.003
68,136,-0.003
69,138,-0.003
70,140,-0.003
71,142,-0.003
72,144,-0.004
73,146,-0.004
74,148,-0.004
75,150,-0.004
76,152,-0.004
77,154,-0.004
78,156,-0.004
79,158,-0.004
80,160,-0.004
81,162,-0.004
82,164,-0.004
83,166,-0.003
84,168,-0.003
85,170,-0.003
86,172,-0.003
87,174,-0.003
88,176,-0.003
89,178,-0.003
90,180,-0.003
91,182,-0.003
92,184,-0.003
93,186,-0.003
94,188,-0.003
95,190,-0.004
96,192,-0.004
97,194,-0.004
98,196,-0.004
99,198,-0.004
100,200,-0.004
101,202,-0.004
102,204,-0.004
103,206,-0.004
104,208,-0.003
105,210,-0.003
106,212,-0.003
107,214,-0.003
108,216,-0.003
109,218,-0.003
110,220,-0.003
111,222,-0.004
112,224,-0.004
113,226,-0.004
114,228,-0.003
115,230,-0.001
116,232,-0.004
117,234,-0.004
118,236,-0.003
119,238,-0.004
120,240,-0.001
121,242,-0.007
122,244,-0.008
123,246,-0.006
124,248,-0.007
125,250,-0.006
126,252,-0.006
127,254,-0.007
128,256,1.0
129,258,1.0
130,260,0.999
131,262,0.998
132,264,2.001
133,266,2.001
134,268,2.001
135,270,2.001
136,272,3.007
137,274,3.007
138,276,3.008
139,278,3.008
140,280,4.011
141,282,4.014
142,284,4.014
143,286,4.015
144,288,5.019
145,290,5.019
146,292,5.019
147,294,5.019
148,296,6.024
149,298,6.024
150,300,6.024
151,302,6.024
152,304,6.024
153,306,7.029
154,308,7.027
155,310,7.766
156,312,7.766
157,314,7.766
158,316,8.501
159,318,8.501
160,320,8.501
161,322,8.501
162,324,9.508
163,326,9.508
164,328,9.508
165,330,9.508
166,332,10.515
167,334,10.515
168,336,10.515
169,338,10.515
170,340,11.521
171,342,11.521
172,344,11.521
173,346,11.521
174,348,12.527
175,350,12.527
176,352,12.525
177,354,12.526
178,356,13.533
179,358,13.533
180,360,13.533
181,362,13.533
182,364,14.539
183,366,14.539
184,368,14.539
185,370,14.539
186,372,15.545
187,374,15.545
188,376,15.545
189,378,15.545
190,380,16.374
191,382,16.374
192,384,16.374
193,386,16.374
194,388,17.223
195,390,17.223
196,392,17.223
197,394,17.223
198,396,18.219
199,398,18.218
200,400,18.218
201,402,18.218
202,404,19.217
203,406,19.217
204,408,19.217
205,410,19.217
206,412,20.214
207,414,20.214
208,416,20.214
209,418,20.214
210,420,21.213
211,422,21.213
212,424,21.213
213,426,21.212
214,428,22.201
215,430,22.201
216,432,22.201
217,434,22.201
218,436,23.206
219,438,23.206
220,440,23.206
221,442,23.205
222,444,24.214
223,446,24.213
224,448,24.212
225,450,24.906
226,452,24.906
227,454,24.906
228,456,25.6
229,458,25.6
230,460,25.599
231,462,25.599
232,464,26.607
233,466,26.607
234,468,26.606
235,470,26.606
236,472,27.612
237,474,27.611
238,476,27.611
239,478,27.611
240,480,28.617
241,482,28.617
242,484,28.615
243,486,28.615
244,488,29.622
245,490,29.619
246,492,29.619
247,494,29.62
248,496,30.626
249,498,30.624
250,500,30.624
251,502,30.624
252,504,31.63
253,506,31.63
254,508,31.629
255,510,31.629
256,512,32.457
257,514,32.457
258,516,32.456
259,518,32.456
260,520,33.284
261,522,33.283
262,524,33.281
263,526,33.281
264,528,34.29
265,530,34.289
266,532,34.287
267,534,34.287
268,536,35.294
269,538,35.294
270,540,35.294
271,542,35.293
272,544,36.3
273,546,36.3
274,548,36.299
275,550,36.299
276,552,37.307
277,554,37.307
278,556,37.305
279,558,37.305
280,560,38.312
281,562,38.312
282,564,38.311
283,566,38.311
284,568,39.316
285,570,39.316
286,572,39.315
287,574,39.315
288,576,40.32
289,578,40.32
290,580,40.319
291,582,41.088
292,584,41.088
293,586,41.848
294,588,41.848
295,590,41.847
296,592,41.847
297,594,42.855
298,596,42.855
299,598,42.853
300,600,42.853
301,602,43.859
302,604,43.859
303,606,43.859
304,608,44.867
305,610,44.866
306,612,44.864
307,614,44.864
308,616,45.871
309,618,45.87
310,620,45.869
311,622,45.868
312,624,46.875
313,626,46.875
314,628,46.873
315,630,46.873
316,632,47.881
317,634,47.879
318,636,47.878
319,638,47.878
320,640,47.878
321,642,48.885
322,644,48.882
323,646,49.534
324,648,49.533
325,650,49.532
326,652,50.207
327,654,50.209
328,656,50.211
329,658,50.211
330,660,50.211
331,662,50.21
332,664,50.21
333,666,50.21
334,668,50.21
335,670,50.208
336,672,50.21
337,674,50.209
338,676,50.209
339,678,50.209
340,680,50.209
341,682,50.208
342,684,50.208
343,686,50.208
344,688,50.208
345,690,50.208
346,692,50.207
347,694,50.207
348,696,50.207
349,698,50.207
350,700,50.207
351,702,50.208
352,704,50.206
353,706,50.205
354,708,50.205
355,710,50.205
356,712,50.418
357,714,50.418
358,716,50.418
359,718,50.417
360,720,50.416
361,722,50.45
362,724,50.45
363,726,50.479
364,728,50.479
365,730,50.479
366,732,50.479
367,734,50.504
368,736,50.504
369,738,50.504
370,740,50.504
371,742,50.504
372,744,50.505
373,746,50.504
374,748,50.504
375,750,50.503
376,752,50.503
377,754,50.503
378,756,50.503
379,758,50.502
380,760,50.502
381,762,50.501
382,764,50.502
383,766,50.503
384,768,50.504
385,770,50.503
386,772,50.501
387,774,50.5
388,776,50.5
389,778,50.733
390,780,50.733
391,782,50.733
392,784,50.733
393,786,50.733
394,788,50.766
395,790,50.766
396,792,50.795
397,794,50.795
398,796,50.825
399,798,50.825
400,800,50.825
401,802,50.825
402,804,50.825
403,806,50.824
404,808,50.823
405,810,50.825
406,812,50.825
407,814,50.825
408,816,50.825
409,818,50.823
410,820,50.826
411,822,50.826
412,824,50.822
413,826,50.822
414,828,50.822
415,830,50.822
416,832,50.821
417,834,50.821
418,836,50.821
419,838,50.821
420,840,50.816
421,842,50.82
422,844,50.821
423,846,50.822
424,848,50.823
425,850,50.823
426,852,50.82
427,854,50.82
428,856,50.821
429,858,51.321
430,860,51.318
431,862,51.317
432,864,51.317
433,866,51.317
434,868,51.352
435,870,51.352
436,872,51.38
437,874,51.379
438,876,51.379
439,878,51.406
440,880,51.406
441,882,51.434
442,884,51.434
443,886,51.435
444,888,51.434
445,890,51.46
446,892,51.46
447,894,51.458
448,896,51.458
449,898,51.458
450,900,51.457
451,902,51.457
452,904,51.455
453,906,51.455
454,908,51.455
455,910,51.455
456,912,51.455
457,914,51.454
458,916,51.454
459,918,51.454
460,920,51.454
461,922,51.454
462,924,51.454
463,926,51.454
464,928,51.454
465,930,51.454
466,932,51.455
467,934,51.453
468,936,51.452
469,938,51.45
470,940,52.052
471,942,52.052
472,944,52.052
473,946,52.052
474,948,52.052
475,950,52.085
476,952,52.086
477,954,52.114
478,956,52.114
479,958,52.141
480,960,52.141
481,962,52.141
482,964,52.168
483,966,52.168
484,968,52.167
485,970,52.187
486,972,52.192
487,974,52.192
488,976,52.191
489,978,52.191
490,980,52.191
491,982,52.19
492,984,52.19
493,986,52.19
494,988,52.188
495,990,52.188
496,992,52.188
497,994,52.188
498,996,52.188
499,998,52.188
500,1000,52.188
501,1002,52.188
502,1004,52.188
503,1006,52.186
504,1008,52.186
505,1010,52.187
506,1012,52.613
507,1014,52.613
508,1016,52.613
509,1018,52.613
510,1020,52.644
511,1022,52.645
512,1024,52.673
513,1026,52.673
514,1028,52.674
515,1030,52.701
516,1032,52.701
517,1034,52.701
518,1036,52.701
519,1038,52.733
520,1040,52.733
521,1042,52.732
522,1044,52.731
523,1046,52.731
524,1048,52.731
525,1050,52.731
526,1052,52.73
527,1054,52.729
528,1056,52.729
529,1058,52.729
530,1060,52.729
531,1062,52.729
532,1064,52.729
533,1066,52.729
534,1068,52.728
535,1070,52.729
536,1072,52.729
537,1074,52.729
538,1076,52.726
539,1078,52.726
540,1080,52.728
541,1082,52.726
542,1084,53.184
543,1086,53.184
544,1088,53.184
545,1090,53.184
546,1092,53.184
547,1094,53.215
548,1096,53.215
549,1098,53.244
550,1100,53.244
551,1102,53.27
552,1104,53.27
553,1106,53.299
554,1108,53.299
555,1110,53.299
556,1112,53.299
557,1114,53.299
558,1116,53.298
559,1118,53.298
560,1120,53.298
561,1122,53.298
562,1124,53.298
563,1126,53.296
564,1128,53.296
565,1130,53.296
566,1132,53.295
567,1134,53.298
568,1136,53.297
569,1138,53.296
570,1140,53.296
571,1142,53.296
572,1144,53.295
573,1146,53.295
574,1148,53.295
575,1150,53.294
576,1152,53.294
577,1154,53.294
578,1156,53.293
579,1158,53.293
580,1160,53.293
581,1162,53.293
582,1164,53.293
583,1166,53.295
584,1168,53.295
585,1170,53.293
586,1172,53.291
587,1174,53.293
588,1176,53.759
589,1178,53.759
590,1180,53.758
591,1182,53.777
592,1184,53.776
593,1186,53.776
594,1188,53.777
595,1190,53.777
596,1192,53.776
597,1194,53.776
598,1196,53.776
599,1198,53.776
600,1200,53.775
601,1202,53.775
602,1204,53.774
603,1206,53.774
604,1208,53.775
605,1210,53.775
606,1212,53.774
607,1214,53.774
608,1216,53.773
609,1218,53.773
610,1220,53.773
611,1222,53.773
612,1224,53.771
613,1226,53.771
614,1228,53.772
615,1230,53.774
616,1232,53.773
617,1234,53.773
618,1236,53.771
619,1238,53.77
620,1240,53.771
621,1242,53.994
622,1244,53.994
623,1246,53.994
624,1248,53.993
625,1250,53.993
626,1252,53.993
627,1254,53.992
628,1256,53.992
629,1258,53.992
630,1260,53.992
631,1262,54.008
632,1264,54.008
633,1266,54.008
634,1268,54.008
635,1270,54.008
636,1272,54.006
637,1274,54.01
638,1276,54.009
639,1278,54.008
640,1280,54.007
641,1282,54.007
642,1284,54.007
643,1286,54.007
644,1288,54.006
645,1290,54.005
646,1292,54.005
647,1294,54.005
648,1296,54.005
649,1298,54.005
650,1300,54.005
651,1302,54.005
652,1304,54.005
653,1306,54.005
654,1308,54.005
655,1310,54.004
656,1312,54.003
657,1314,54.471
658,1316,54.471
659,1318,54.471
660,1320,54.47
661,1322,54.469
662,1324,54.469
663,1326,54.469
664,1328,54.469
665,1330,54.483
666,1332,54.483
667,1334,54.483
668,1336,54.483
669,1338,54.483
670,1340,54.483
671,1342,54.483
672,1344,54.483
673,1346,54.484
674,1348,54.484
675,1350,54.483
676,1352,54.483
677,1354,54.482
678,1356,54.482
679,1358,54.481
680,1360,54.481
681,1362,54.481
682,1364,54.481
683,1366,54.481
684,1368,54.48
685,1370,54.479
686,1372,54.479
687,1374,54.479
688,1376,54.479
689,1378,54.479
690,1380,54.479
691,1382,54.479
692,1384,54.478
693,1386,54.48
694,1388,54.48
695,1390,54.48
696,1392,54.478
697,1394,54.478
698,1396,54.479
699,1398,55.263
700,1400,55.263
701,1402,55.263
702,1404,55.263
703,1406,55.263
704,1408,55.262
705,1410,55.262
706,1412,55.281
707,1414,55.281
708,1416,55.281
709,1418,55.281
710,1420,55.281
711,1422,55.281
712,1424,55.28
713,1426,55.28
714,1428,55.28
715,1430,55.282
716,1432,55.28
717,1434,55.28
718,1436,55.28
719,1438,55.28
720,1440,55.279
721,1442,55.279
722,1444,55.279
723,1446,55.277
724,1448,55.277
725,1450,55.277
726,1452,55.277
727,1454,55.277
728,1456,55.278
729,1458,55.278
730,1460,55.279
731,1462,55.277
732,1464,55.277
733,1466,55.278
734,1468,55.625
735,1470,55.625
736,1472,55.625
737,1474,55.641
738,1476,55.641
739,1478,55.641
740,1480,55.641
741,1482,55.641
742,1484,55.657
743,1486,55.657
744,1488,55.656
745,1490,55.656
746,1492,55.656
747,1494,55.655
748,1496,55.655
749,1498,55.655
750,1500,55.657
751,1502,55.657
752,1504,55.656
753,1506,55.655
754,1508,55.655
755,1510,55.655
756,1512,55.654
757,1514,55.654
758,1516,55.652
