,Time,Mass
0,0,0.0
1,2,0.001
2,4,0.0
3,6,0.001
4,8,0.001
5,10,0.001
6,12,0.0
7,14,0.0
8,16,0.0
9,18,0.0
10,20,0.0
11,22,0.0
12,24,0.0
13,26,0.0
14,28,0.0
15,30,0.0
16,32,0.0
17,34,0.0
18,36,0.001
19,38,0.001
20,40,0.001
21,42,0.002
22,44,0.002
23,46,0.001
24,48,0.0
25,50,0.0
26,52,0.002
27,54,0.001
28,56,0.001
29,58,0.006
30,60,0.004
31,62,0.008
32,64,0.009
33,66,0.006
34,68,0.002
35,70,0.006
36,72,0.004
37,74,0.004
38,76,0.006
39,78,0.006
40,80,0.004
41,82,0.004
42,84,0.004
43,86,0.007
44,88,0.008
45,90,0.007
46,92,0.006
47,94,0.002
48,96,0.002
49,98,0.004
50,100,0.002
51,102,0.0
52,104,-0.001
53,106,-0.001
54,108,0.0
55,110,-0.003
56,112,-0.001
57,114,-0.001
58,116,0.0
59,118,0.0
60,120,0.0
61,122,0.0
62,124,0.003
63,126,0.003
64,128,0.002
65,130,0.0
66,132,-0.001
67,134,-0.004
68,136,-0.003
69,138,-0.003
70,140,-0.003
71,142,-0.003
72,144,0.0
73,146,-0.003
74,148,0.001
75,150,0.0
76,152,-0.002
77,154,-0.005
78,156,-0.001
79,158,-0.001
80,160,-0.003
81,162,-0.002
82,164,-0.003
83,166,0.002
84,168,0.001
85,170,0.001
86,172,0.0
87,174,-0.004
88,176,-0.003
89,178,-0.002
90,180,-0.002
91,182,-0.003
92,184,-0.002
93,186,-0.003
94,188,-0.004
95,190,-0.004
96,192,-0.004
97,194,-0.004
98,196,-0.006
99,198,-0.004
100,200,-0.007
101,202,-0.004
102,204,-0.001
103,206,-0.001
104,208,-0.001
105,210,0.0
106,212,0.0
107,214,0.0
108,216,-0.002
109,218,-0.001
110,220,-0.002
111,222,-0.001
112,224,0.0
113,226,0.0
114,228,0.0
115,230,0.0
116,232,0.002
117,234,0.002
118,236,0.001
119,238,0.001
120,240,0.002
121,242,0.002
122,244,0.003
123,246,0.003
124,248,0.002
125,250,0.002
126,252,0.003
127,254,0.002
128,256,0.002
129,258,0.002
130,260,0.0
131,262,0.001
132,264,-0.001
133,266,0.0
134,268,0.0
135,270,0.0
136,272,0.002
137,274,0.003
138,276,0.003
139,278,0.004
140,280,0.002
141,282,0.002
142,284,-0.001
143,286,0.0
144,288,0.001
145,290,-0.001
146,292,0.002
147,294,0.0
148,296,0.0
149,298,0.001
150,300,0.0
151,302,0.001
152,304,0.0
153,306,0.0
154,308,0.0
155,310,0.0
156,312,0.0
157,314,0.003
158,316,0.001
159,318,0.002
160,320,0.002
161,322,0.002
162,324,0.002
163,326,0.002
164,328,0.0
165,330,0.0
166,332,0.0
167,334,0.001
168,336,0.002
169,338,0.002
170,340,0.002
171,342,0.004
172,344,0.003
173,346,0.003
174,348,0.004
175,350,0.004
176,352,0.0
177,354,0.001
178,356,0.001
179,358,0.001
180,360,0.0
181,362,0.0
182,364,0.0
183,366,0.0
184,368,-0.001
185,370,-0.003
186,372,-0.004
187,374,-0.003
188,376,-0.003
189,378,-0.003
190,380,-0.004
191,382,-0.003
192,384,1.005
193,386,1.004
194,388,1.004
195,390,1.004
196,392,2.013
197,394,2.013
198,396,2.013
199,398,2.014
200,400,3.018
201,402,3.018
202,404,3.017
203,406,3.017
204,408,4.02
205,410,4.02
206,412,4.017
207,414,4.02
208,416,5.025
209,418,5.025
210,420,5.025
211,422,5.025
212,424,5.025
213,426,6.028
214,428,6.025
215,430,7.034
216,432,7.034
217,434,7.032
218,436,7.591
219,438,7.591
220,440,7.591
221,442,8.154
222,444,8.154
223,446,8.156
224,448,9.159
225,450,9.159
226,452,9.159
227,454,9.159
228,456,10.162
229,458,10.159
230,460,10.161
231,462,11.161
232,464,11.161
233,466,11.162
234,468,11.162
235,470,12.161
236,472,12.161
237,474,12.161
238,476,12.161
239,478,13.158
240,480,14.16
241,482,14.159
242,484,14.157
243,486,14.157
244,488,15.111
245,490,15.111
246,492,15.111
247,494,16.064
248,496,16.064
249,498,16.063
250,500,16.062
251,502,17.063
252,504,17.063
253,506,17.062
254,508,17.062
255,510,18.056
256,512,18.056
257,514,18.057
258,516,18.057
259,518,19.054
260,520,19.054
261,522,19.052
262,524,19.053
263,526,20.047
264,528,20.047
265,530,20.047
266,532,20.046
267,534,21.037
268,536,21.037
269,538,21.036
270,540,21.037
271,542,22.027
272,544,22.027
273,546,22.028
274,548,22.027
275,550,23.021
276,552,23.021
277,554,56.467
278,556,56.467
279,558,56.466
280,560,56.465
281,562,56.464
282,564,56.463
283,566,56.464
284,568,56.466
285,570,56.464
286,572,56.465
287,574,56.465
288,576,56.465
289,578,56.465
290,580,56.462
291,582,56.461
292,584,56.463
293,586,56.463
294,588,56.462
295,590,56.462
296,592,56.462
297,594,56.461
298,596,56.462
299,598,56.462
300,600,56.46
301,602,56.46
302,604,56.459
303,606,56.459
304,608,56.456
305,610,56.456
306,612,56.455
307,614,56.457
308,616,56.457
309,618,56.457
310,620,56.458
311,622,56.458
312,624,56.457
313,626,56.456
314,628,56.456
315,630,56.456
316,632,56.456
317,634,56.455
318,636,56.455
319,638,56.456
320,640,56.452
321,642,56.452
322,644,56.452
323,646,56.452
324,648,56.45
325,650,56.498
326,652,56.526
327,654,56.558
328,656,56.593
329,658,56.626
330,660,56.663
331,662,56.701
332,664,56.74
333,666,56.741
334,668,56.781
335,670,56.82
336,672,56.86
337,674,56.899
338,676,56.899
