,Time,Mass
0,0,0.0
1,2,0.0
2,4,0.0
3,6,0.0
4,8,0.0
5,10,-0.001
6,12,-0.001
7,14,-0.001
8,16,-0.003
9,18,0.0
10,20,0.0
11,22,0.0
12,24,0.0
13,26,0.0
14,28,-0.001
15,30,0.0
16,32,0.0
17,34,0.0
18,36,0.0
19,38,0.0
20,40,-0.001
21,42,-0.001
22,44,-0.001
23,46,-0.002
24,48,-0.002
25,50,0.0
26,52,0.0
27,54,0.0
28,56,-0.001
29,58,-0.001
30,60,0.0
31,62,-0.001
32,64,0.0
33,66,0.0
34,68,-0.003
35,70,-0.004
36,72,-0.004
37,74,-0.004
38,76,-0.004
39,78,-0.004
40,80,-0.004
41,82,-0.003
42,84,0.979
43,86,0.979
44,88,0.98
45,90,0.979
46,92,2.937
47,94,2.937
48,96,2.937
49,98,2.937
50,100,3.916
51,102,3.916
52,104,3.92
53,106,3.92
54,108,4.925
55,110,4.925
56,112,4.927
57,114,4.927
58,116,5.904
59,118,5.904
60,120,5.905
61,122,5.905
62,124,6.885
63,126,6.885
64,128,6.885
65,130,6.885
66,132,7.817
67,134,7.816
68,136,7.816
69,138,8.747
70,140,8.747
71,142,8.747
72,144,8.748
73,146,9.758
74,148,9.758
75,150,9.758
76,152,9.757
77,154,10.765
78,156,10.765
79,158,10.767
80,160,10.767
81,162,11.775
82,164,11.778
83,166,11.777
84,168,11.776
85,170,12.786
86,172,12.786
87,174,12.785
88,176,12.786
89,178,13.795
90,180,13.795
91,182,13.791
92,184,13.793
93,186,14.801
94,188,14.801
95,190,14.801
96,192,14.801
97,194,15.809
98,196,15.809
99,198,15.809
100,200,16.526
101,202,16.526
102,204,16.525
103,206,16.525
104,208,17.271
105,210,17.271
106,212,17.273
107,214,17.273
108,216,18.279
109,218,18.279
110,220,18.278
111,222,18.277
112,224,19.285
113,226,19.285
114,228,19.284
115,230,19.285
116,232,20.291
117,234,20.291
118,236,20.289
119,238,20.291
120,240,21.296
121,242,21.296
122,244,21.296
123,246,21.295
124,248,22.302
125,250,22.302
126,252,22.301
127,254,22.3
128,256,23.302
129,258,23.302
130,260,23.302
131,262,23.302
132,264,24.303
133,266,24.303
134,268,24.304
135,270,25.15
136,272,25.146
137,274,25.146
138,276,25.99
139,278,25.99
140,280,25.989
141,282,25.988
142,284,26.969
143,286,26.968
144,288,26.967
145,290,26.966
146,292,27.973
147,294,27.973
148,296,27.971
149,298,27.971
150,300,28.951
151,302,28.951
152,304,28.949
153,306,28.949
154,308,29.961
155,310,29.961
156,312,29.956
157,314,29.956
158,316,30.97
159,318,30.97
160,320,30.967
161,322,30.967
162,324,31.975
163,326,31.972
164,328,31.972
165,330,31.971
166,332,31.971
167,334,32.978
168,336,32.977
169,338,33.588
170,340,33.586
171,342,33.585
172,344,34.191
173,346,34.191
174,348,34.192
175,350,35.201
176,352,35.201
177,354,35.199
178,356,35.198
179,358,36.203
180,360,36.203
181,362,36.203
182,364,36.201
183,366,37.205
184,368,37.204
185,370,37.202
186,372,37.202
187,374,38.208
188,376,38.208
189,378,38.207
190,380,38.206
191,382,39.186
192,384,39.186
193,386,39.182
194,388,39.182
195,390,40.188
196,392,40.188
197,394,40.185
198,396,40.185
199,398,41.189
200,400,41.187
201,402,41.187
202,404,41.974
203,406,41.973
204,408,41.972
205,410,42.757
206,412,42.756
207,414,42.754
208,416,42.753
209,418,43.756
210,420,43.756
211,422,43.755
212,424,43.755
213,426,44.759
214,428,44.759
215,430,44.755
216,432,44.755
217,434,45.758
218,436,45.757
219,438,45.756
220,440,45.756
221,442,46.76
222,444,46.759
223,446,46.759
224,448,46.758
225,450,47.76
226,452,47.759
227,454,47.759
228,456,47.759
229,458,48.763
230,460,48.763
231,462,48.762
232,464,48.761
233,466,49.765
234,468,49.764
235,470,49.763
236,472,50.255
237,474,50.255
238,476,50.254
239,478,50.738
240,480,50.74
241,482,50.742
242,484,50.742
243,486,50.742
244,488,50.742
245,490,50.743
246,492,50.742
247,494,50.741
248,496,50.74
249,498,50.742
250,500,50.739
251,502,50.738
252,504,50.739
253,506,50.738
254,508,50.738
255,510,50.738
256,512,50.737
257,514,50.736
258,516,50.736
259,518,50.737
260,520,50.737
261,522,50.737
262,524,50.738
263,526,50.737
264,528,50.736
265,530,50.737
266,532,50.736
267,534,50.872
268,536,50.872
269,538,50.874
270,540,50.879
271,542,50.882
272,544,50.9
273,546,50.9
274,548,50.902
275,550,50.902
276,552,50.902
277,554,50.903
278,556,50.901
279,558,50.903
280,560,50.902
281,562,50.898
282,564,50.899
283,566,50.9
284,568,50.9
285,570,50.9
286,572,50.899
