,Time,Mass
0,0,0.0
1,2,0.0
2,4,0.0
3,6,0.0
4,8,0.0
5,10,0.0
6,12,0.0
7,14,0.0
8,16,0.0
9,18,0.0
10,20,0.0
11,22,0.0
12,24,0.0
13,26,0.0
14,28,0.0
15,30,0.0
16,32,0.0
17,34,0.0
18,36,0.0
19,38,0.0
20,40,0.0
21,42,0.0
22,44,0.0
23,46,0.0
24,48,0.0
25,50,0.0
26,52,0.0
27,54,0.0
28,56,0.0
29,58,0.0
30,60,0.0
31,62,-0.002
32,64,-0.003
33,66,-0.003
34,68,-0.003
35,70,-0.003
36,72,0.0
37,74,-0.001
38,76,-0.002
39,78,-0.001
40,80,0.991
41,82,0.991
42,84,0.99
43,86,0.99
44,88,1.967
45,90,1.97
46,92,1.97
47,94,1.97
48,96,1.971
49,98,2.984
50,100,2.984
51,102,2.984
52,104,2.984
53,106,3.992
54,108,3.991
55,110,3.99
56,112,3.99
57,114,5.006
58,116,5.008
59,118,5.009
60,120,5.008
61,122,5.008
62,124,5.991
63,126,5.993
64,128,5.994
65,130,5.993
66,132,5.994
67,134,6.587
68,136,6.589
69,138,6.59
70,140,6.589
71,142,6.59
72,144,7.183
73,146,7.183
74,148,7.182
75,150,7.182
76,152,8.195
77,154,8.195
78,156,8.193
79,158,8.193
80,160,9.203
81,162,9.207
82,164,9.207
83,166,9.206
84,168,9.206
85,170,10.223
86,172,10.223
87,174,10.222
88,176,10.221
89,178,11.239
90,180,11.239
91,182,11.238
92,184,11.238
93,186,12.219
94,188,12.218
95,190,12.217
96,192,12.219
97,194,13.236
98,196,13.235
99,198,13.234
100,200,13.235
101,202,13.94
102,204,13.943
103,206,13.943
104,208,13.942
105,210,13.942
106,212,14.652
107,214,14.655
108,216,14.656
109,218,14.655
110,220,14.655
111,222,15.632
112,224,15.635
113,226,15.636
114,228,15.635
115,230,15.635
116,232,16.611
117,234,16.615
118,236,16.614
119,238,16.614
120,240,16.614
121,242,17.596
122,244,17.594
123,246,17.594
124,248,17.594
125,250,18.581
126,252,18.577
127,254,18.575
128,256,18.577
129,258,19.559
130,260,19.559
131,262,19.559
132,264,19.558
133,266,20.541
134,268,20.541
135,270,20.54
136,272,21.216
137,274,21.216
138,276,21.215
139,278,21.215
140,280,21.903
141,282,21.903
142,284,21.901
143,286,21.901
144,288,22.902
145,290,22.901
146,292,22.9
147,294,22.9
148,296,23.891
149,298,23.888
150,300,23.888
151,302,23.888
152,304,23.888
153,306,24.873
154,308,24.871
155,310,24.871
156,312,25.862
157,314,25.862
158,316,25.861
159,318,25.86
160,320,26.845
161,322,26.845
162,324,26.844
163,326,26.844
164,328,27.854
165,330,27.854
166,332,27.853
167,334,27.853
168,336,28.405
169,338,28.404
170,340,28.403
171,342,28.403
172,344,28.958
173,346,28.957
174,348,28.957
175,350,29.945
176,352,29.945
177,354,29.944
178,356,29.943
179,358,30.927
180,360,30.927
181,362,30.925
182,364,30.925
183,366,31.915
184,368,31.915
185,370,31.914
186,372,31.914
187,374,32.902
188,376,32.902
189,378,32.902
190,380,32.901
191,382,33.889
192,384,33.888
193,386,33.887
194,388,33.887
195,390,34.871
196,392,34.871
197,394,34.87
198,396,34.869
199,398,35.71
200,400,35.71
201,402,35.71
202,404,35.709
203,406,35.709
204,408,36.545
205,410,36.543
206,412,36.543
207,414,37.549
208,416,37.549
209,418,37.547
210,420,37.547
211,422,38.554
212,424,38.554
213,426,38.552
214,428,38.552
215,430,39.561
216,432,39.56
217,434,39.557
218,436,39.558
219,438,40.535
220,440,40.535
221,442,40.533
222,444,40.533
223,446,41.513
224,448,41.513
225,450,41.513
226,452,41.512
227,454,42.505
228,456,42.505
229,458,42.503
230,460,43.129
231,462,43.128
232,464,43.127
233,466,43.746
234,468,43.75
235,470,43.749
236,472,43.749
237,474,43.749
238,476,43.748
239,478,43.747
240,480,43.748
241,482,43.746
242,484,43.747
243,486,43.746
244,488,43.747
245,490,43.747
246,492,43.746
247,494,43.746
248,496,43.746
249,498,43.746
250,500,43.746
251,502,43.744
252,504,43.744
253,506,43.744
254,508,43.743
255,510,43.743
256,512,43.743
257,514,43.743
258,516,43.743
259,518,43.743
260,520,43.743
261,522,43.744
262,524,43.744
263,526,43.744
264,528,43.743
265,530,43.743
266,532,44.183
267,534,44.183
268,536,44.183
269,538,44.183
270,540,44.183
271,542,44.246
272,544,44.344
273,546,44.344
274,548,44.343
275,550,44.345
276,552,44.345
277,554,44.343
278,556,44.343
279,558,44.343
280,560,44.343
281,562,44.342
282,564,44.342
283,566,44.342
284,568,44.34
285,570,44.34
286,572,44.34
287,574,44.34
