,Time,Mass
0,0,0.0
1,2,0.0
2,4,0.0
3,6,0.0
4,8,0.0
5,10,0.0
6,12,0.0
7,14,0.0
8,16,0.0
9,18,0.0
10,20,0.0
11,22,0.0
12,24,0.0
13,26,0.0
14,28,0.0
15,30,0.0
16,32,-0.001
17,34,0.0
18,36,0.0
19,38,0.0
20,40,0.0
21,42,0.0
22,44,0.0
23,46,0.0
24,48,0.0
25,50,0.0
26,52,0.0
27,54,0.0
28,56,0.0
29,58,0.0
30,60,0.0
31,62,0.0
32,64,0.0
33,66,-0.002
34,68,-0.002
35,70,-0.002
36,72,-0.002
37,74,0.0
38,76,-0.001
39,78,-0.002
40,80,-0.002
41,82,0.988
42,84,0.988
43,86,0.99
44,88,0.99
45,90,0.991
46,92,1.971
47,94,1.972
48,96,1.973
49,98,1.973
50,100,1.973
51,102,2.955
52,104,2.957
53,106,2.958
54,108,2.957
55,110,2.958
56,112,3.94
57,114,3.942
58,116,3.943
59,118,3.943
60,120,3.943
61,122,4.925
62,124,4.928
63,126,4.929
64,128,4.926
65,130,4.928
66,132,5.909
67,134,5.911
68,136,5.911
69,138,5.911
70,140,5.911
71,142,6.647
72,144,6.649
73,146,6.65
74,148,6.649
75,150,6.649
76,152,7.384
77,154,7.387
78,156,7.388
79,158,7.387
80,160,7.387
81,162,8.373
82,164,8.377
83,166,8.377
84,168,8.376
85,170,8.376
86,172,9.358
87,174,9.363
88,176,9.362
89,178,9.361
90,180,9.36
91,182,10.343
92,184,10.348
93,186,10.347
94,188,10.347
95,190,10.346
96,192,11.326
97,194,11.33
98,196,11.33
99,198,11.329
100,200,11.329
101,202,12.313
102,204,12.314
103,206,12.316
104,208,12.315
105,210,12.315
106,212,13.298
107,214,13.302
108,216,13.302
109,218,13.301
110,220,13.302
111,222,14.078
112,224,14.083
113,226,14.082
114,228,14.081
115,230,14.081
116,232,14.858
117,234,14.861
118,236,14.861
119,238,14.86
120,240,14.861
121,242,15.842
122,244,15.845
123,246,15.845
124,248,15.844
125,250,15.845
126,252,16.823
127,254,16.828
128,256,16.827
129,258,16.827
130,260,16.828
131,262,17.806
132,264,17.809
133,266,17.809
134,268,17.808
135,270,17.809
136,272,18.787
137,274,18.791
138,276,18.79
139,278,18.789
140,280,18.79
141,282,19.769
142,284,19.773
143,286,19.772
144,288,19.771
145,290,19.772
146,292,20.781
147,294,20.781
148,296,20.78
149,298,20.781
150,300,21.517
151,302,21.517
152,304,21.515
153,306,21.516
154,308,22.252
155,310,22.252
156,312,22.251
157,314,22.251
158,316,23.264
159,318,23.264
160,320,23.262
161,322,23.262
162,324,24.246
163,326,24.246
164,328,24.244
165,330,24.244
166,332,25.231
167,334,25.231
168,336,25.229
169,338,25.229
170,340,26.242
171,342,26.241
172,344,26.24
173,346,26.24
174,348,27.251
175,350,27.251
176,352,27.25
177,354,27.248
178,356,28.232
179,358,28.232
180,360,28.23
181,362,28.23
182,364,28.969
183,366,28.969
184,368,28.967
185,370,28.967
186,372,29.705
187,374,29.704
188,376,29.702
189,378,29.702
190,380,30.687
191,382,30.687
192,384,30.685
193,386,30.685
194,388,31.67
195,390,31.67
196,392,31.669
197,394,31.669
198,396,32.655
199,398,32.655
200,400,32.654
201,402,32.654
202,404,33.637
203,406,33.636
204,408,33.635
205,410,33.635
206,412,34.619
207,414,34.619
208,416,34.617
209,418,34.617
210,420,35.562
211,422,35.557
212,424,35.555
213,426,35.555
214,428,36.496
215,430,36.496
216,432,36.496
217,434,36.496
218,436,37.48
219,438,37.479
220,440,37.479
221,442,38.462
222,444,38.461
223,446,38.46
224,448,39.444
225,450,39.442
226,452,39.442
227,454,39.441
228,456,40.425
229,458,40.424
230,460,40.423
231,462,40.423
232,464,41.404
233,466,41.404
234,468,41.402
235,470,41.402
236,472,42.385
237,474,42.385
238,476,42.383
239,478,42.383
240,480,43.235
241,482,43.234
242,484,43.233
243,486,43.233
244,488,44.08
245,490,44.083
246,492,44.084
247,494,44.083
248,496,44.083
249,498,44.083
250,500,44.082
251,502,44.081
252,504,44.081
253,506,44.081
254,508,44.081
255,510,44.082
256,512,44.082
257,514,44.082
258,516,44.081
259,518,44.08
260,520,44.08
261,522,44.08
262,524,44.08
263,526,44.08
264,528,44.08
265,530,44.079
266,532,44.079
267,534,44.079
268,536,44.078
269,538,44.078
270,540,44.078
271,542,44.078
272,544,44.079
273,546,44.079
274,548,44.079
275,550,44.079
276,552,44.079
277,554,44.075
278,556,44.075
279,558,44.392
280,560,44.392
281,562,44.392
282,564,44.392
283,566,44.391
284,568,44.391
285,570,44.391
286,572,44.391
287,574,44.391
