,Time,Mass
0,0,-0.002
1,2,0.0
2,4,0.0
3,6,0.001
4,8,0.001
5,10,0.002
6,12,-0.002
7,14,-0.003
8,16,0.0
9,18,0.0
10,20,0.001
11,22,0.0
12,24,0.0
13,26,-0.001
14,28,0.001
15,30,0.0
16,32,0.0
17,34,0.0
18,36,0.0
19,38,0.0
20,40,0.0
21,42,0.0
22,44,0.0
23,46,0.0
24,48,-0.002
25,50,-0.003
26,52,0.0
27,54,-0.001
28,56,-0.002
29,58,-0.002
30,60,-0.002
31,62,-0.003
32,64,-0.004
33,66,-0.004
34,68,-0.005
35,70,-0.005
36,72,-0.004
37,74,-0.003
38,76,-0.003
39,78,-0.004
40,80,-0.006
41,82,0.984
42,84,0.983
43,86,0.982
44,88,0.982
45,90,1.969
46,92,1.97
47,94,1.97
48,96,1.969
49,98,1.971
50,100,2.958
51,102,2.958
52,104,2.957
53,106,2.958
54,108,2.958
55,110,3.947
56,112,3.945
57,114,3.948
58,116,4.936
59,118,4.938
60,120,4.935
61,122,4.937
62,124,4.94
63,126,5.925
64,128,5.926
65,130,5.93
66,132,5.928
67,134,5.928
68,136,6.694
69,138,6.699
70,140,6.696
71,142,6.697
72,144,6.698
73,146,7.467
74,148,7.467
75,150,7.47
76,152,7.468
77,154,8.457
78,156,8.458
79,158,8.459
80,160,8.457
81,162,8.457
82,164,9.464
83,166,9.465
84,168,9.465
85,170,9.466
86,172,9.465
87,174,10.469
88,176,10.474
89,178,10.476
90,180,10.472
91,182,10.475
92,184,11.456
93,186,11.465
94,188,11.465
95,190,11.463
96,192,11.462
97,194,12.447
98,196,12.452
99,198,12.449
100,200,12.449
101,202,12.455
102,204,13.455
103,206,13.455
104,208,13.454
105,210,13.455
106,212,14.328
107,214,14.328
108,216,14.329
109,218,14.329
110,220,15.186
111,222,15.189
112,224,15.19
113,226,15.19
114,228,15.189
115,230,16.197
116,232,16.197
117,234,16.197
118,236,16.198
119,238,17.208
120,240,17.208
121,242,17.205
122,244,17.207
123,246,18.216
124,248,18.216
125,250,18.217
126,252,18.215
127,254,18.215
128,256,19.222
129,258,19.222
130,260,19.224
131,262,19.224
132,264,19.225
133,266,20.23
134,268,20.231
135,270,20.231
136,272,20.232
137,274,20.232
138,276,21.223
139,278,21.22
140,280,21.22
141,282,21.223
142,284,22.205
143,286,22.204
144,288,22.201
145,290,22.206
146,292,23.184
147,294,23.184
148,296,23.187
149,298,24.181
150,300,24.178
151,302,24.174
152,304,24.176
153,306,25.165
154,308,25.168
155,310,25.164
156,312,25.164
157,314,25.166
158,316,25.166
159,318,26.152
160,320,26.153
161,322,26.151
162,324,26.152
163,326,27.146
164,328,27.145
165,330,27.143
166,332,27.144
167,334,28.136
168,336,28.135
169,338,28.133
170,340,28.135
171,342,29.123
172,344,29.119
173,346,29.122
174,348,29.76
175,350,29.761
176,352,29.76
177,354,29.76
178,356,30.429
179,358,30.429
180,360,30.427
181,362,30.425
182,364,31.414
183,366,31.413
184,368,31.414
185,370,31.414
186,372,32.402
187,374,32.402
188,376,32.402
189,378,32.402
190,380,33.394
191,382,33.393
192,384,33.393
193,386,33.395
194,388,34.382
195,390,34.382
196,392,34.379
197,394,34.379
198,396,35.37
199,398,35.37
200,400,35.37
201,402,35.37
202,404,36.361
203,406,36.358
204,408,36.358
205,410,37.168
206,412,37.168
207,414,37.166
208,416,37.166
209,418,37.976
210,420,37.976
211,422,37.976
212,424,38.969
213,426,38.968
214,428,38.965
215,430,38.965
216,432,39.956
217,434,39.955
218,436,39.954
219,438,39.953
220,440,40.939
221,442,40.939
222,444,40.938
223,446,40.939
224,448,41.951
225,450,41.951
226,452,41.947
227,454,41.949
228,456,42.937
229,458,42.934
