,Time,Mass
0,0,0.0
1,2,0.0
2,4,0.0
3,6,0.0
4,8,0.0
5,10,0.0
6,12,0.0
7,14,0.0
8,16,0.0
9,18,0.0
10,20,0.0
11,22,0.0
12,24,0.0
13,26,0.0
14,28,0.0
15,30,0.0
16,32,0.0
17,34,0.0
18,36,0.0
19,38,0.0
20,40,0.0
21,42,0.0
22,44,0.0
23,46,0.0
24,48,0.0
25,50,0.0
26,52,-0.001
27,54,-0.001
28,56,0.0
29,58,0.0
30,60,0.0
31,62,0.0
32,64,0.0
33,66,0.0
34,68,0.0
35,70,-0.003
36,72,-0.004
37,74,-0.004
38,76,-0.003
39,78,-0.001
40,80,-0.004
41,82,-0.004
42,84,0.982
43,86,0.981
44,88,0.979
45,90,0.979
46,92,1.964
47,94,1.963
48,96,1.962
49,98,1.962
50,100,2.968
51,102,2.968
52,104,2.966
53,106,2.966
54,108,3.946
55,110,3.948
56,112,3.95
57,114,3.95
58,116,3.95
59,118,4.934
60,120,4.934
61,122,4.933
62,124,4.932
63,126,5.91
64,128,5.909
65,130,5.909
66,132,5.908
67,134,6.894
68,136,6.894
69,138,6.892
70,140,6.892
71,142,7.851
72,144,7.851
73,146,7.849
74,148,7.849
75,150,7.849
76,152,8.808
77,154,8.806
78,156,8.807
79,158,9.78
80,160,9.783
81,162,9.786
82,164,9.785
83,166,9.784
84,168,10.766
85,170,10.765
86,172,10.763
87,174,10.763
88,176,10.763
89,178,11.765
90,180,11.764
91,182,11.764
92,184,12.745
93,186,12.744
94,188,12.743
95,190,12.744
96,192,13.724
97,194,13.727
98,196,13.729
99,198,13.727
100,200,13.727
101,202,14.732
102,204,14.732
103,206,14.731
104,208,15.728
105,210,15.732
106,212,15.733
107,214,15.732
108,216,15.732
109,218,16.455
110,220,16.458
111,222,16.459
112,224,16.459
113,226,16.459
114,228,17.18
115,230,17.184
116,232,17.187
117,234,17.185
118,236,17.185
119,238,18.166
120,240,18.166
121,242,18.167
122,244,19.145
123,246,19.144
124,248,19.14
125,250,19.142
126,252,20.144
127,254,20.144
128,256,20.143
129,258,20.143
130,260,21.146
131,262,21.146
132,264,21.145
133,266,21.146
134,268,22.148
135,270,22.148
136,272,22.146
137,274,22.146
138,276,23.131
139,278,23.131
140,280,23.129
141,282,23.13
142,284,24.133
143,286,24.133
144,288,24.131
145,290,24.131
146,292,24.981
147,294,24.981
148,296,24.981
149,298,24.981
150,300,25.829
151,302,25.829
152,304,25.828
153,306,25.828
154,308,26.808
155,310,26.807
156,312,26.806
157,314,26.806
158,316,27.81
159,318,27.81
160,320,27.809
161,322,27.808
162,324,27.808
163,326,28.81
164,328,28.809
165,330,28.809
166,332,29.813
167,334,29.813
168,336,29.812
169,338,29.811
170,340,30.816
171,342,30.815
172,344,30.814
173,346,30.814
174,348,31.817
175,350,31.816
176,352,31.815
177,354,31.815
178,356,32.818
179,358,32.817
180,360,32.816
181,362,33.417
182,364,33.416
183,366,33.416
184,368,34.018
185,370,34.018
186,372,34.017
187,374,34.017
188,376,35.02
189,378,35.019
190,380,35.018
191,382,35.018
192,384,36.022
193,386,36.021
194,388,36.021
195,390,36.021
196,392,37.024
197,394,37.023
198,396,37.023
199,398,37.023
200,400,38.027
201,402,38.026
202,404,38.025
203,406,38.025
204,408,39.028
205,410,39.028
206,412,39.028
207,414,39.027
208,416,40.029
209,418,40.028
210,420,40.027
211,422,40.027
212,424,41.03
213,426,41.03
214,428,41.029
215,430,41.028
216,432,41.795
217,434,41.794
218,436,41.793
219,438,42.556
220,440,42.556
221,442,42.555
222,444,42.555
223,446,43.558
224,448,43.556
225,450,43.555
226,452,43.555
227,454,44.557
228,456,44.556
229,458,44.555
230,460,44.555
231,462,45.556
232,464,45.555
233,466,45.554
234,468,45.554
235,470,46.557
236,472,46.556
237,474,46.555
238,476,46.555
239,478,47.557
240,480,47.556
241,482,47.554
242,484,47.554
243,486,48.556
244,488,48.556
245,490,48.554
246,492,48.554
247,494,49.554
248,496,49.554
249,498,49.553
250,500,50.067
251,502,50.066
252,504,50.065
253,506,50.575
254,508,50.576
255,510,50.578
256,512,50.578
257,514,50.578
258,516,50.577
259,518,50.577
260,520,50.574
261,522,50.574
262,524,50.576
263,526,50.576
264,528,50.577
265,530,50.577
266,532,50.576
267,534,50.576
268,536,50.576
269,538,50.575
270,540,50.574
271,542,50.574
272,544,50.574
273,546,50.574
274,548,50.575
275,550,50.576
276,552,50.576
277,554,50.576
278,556,50.574
279,558,50.576
280,560,50.574
281,562,50.73
282,564,50.73
283,566,50.73
284,568,50.73
285,570,50.73
286,572,50.73
287,574,50.73
