ID,Sample,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT,Water,Sample Density
120,120,0,0,0,0,13.32,0,0,0,0,0,0,8.28,2.67,0,0,0,0,4.34,71.39,1.01
121,121,0,0,0,0,0,0,0,0,11.11,0,12.97,0,2.56,0,0,0,0,1.49,71.87,1.01
122,122,0,0,0,0,0,0,10.83,11.02,0,0,0,0,2.96,0,0,0,0,3.39,71.8,1.02
123,123,0,0,0,0,0,0,12.53,12,0,0,0,0,1.61,0,0,0,0,2,71.86,1.02
124,124,0,0,0,12.02,0,0,0,0,13.18,0,0,0,1.13,0,0,0,0,2.79,70.88,1.01
125,125,0,0,0,0,0,0,0,0,10.4,0,0,10.55,1.17,0,0,0,0,5.24,72.64,1
126,126,0,0,0,0,0,0,13.08,0,0,0,0,8.95,2.16,0,0,0,0,5.52,70.29,1
127,127,0,0,0,0,0,0,9.69,0,12.51,0,0,0,0.79,0,0,0,0,3.45,73.56,1.01
128,128,0,12.9,0,0,0,0,0,10.49,0,0,0,0,1.54,0,0,0,0,4.9,70.17,1.02
129,129,0,0,0,0,0,7.59,0,0,0,0,0,10.81,2.79,0,0,0,0,2.07,76.74,1
130,130,0,0,0,0,0,0,0,0,0,0,12.14,12.55,2.32,0,0,0,0,1.85,71.14,1
131,131,0,0,0,0,0,0,11.28,0,0,0,0,13.02,1.55,0,0,0,0,2.16,71.99,1
132,132,0,0,0,0,0,0,0,12.87,0,0,0,12.92,2.9,0,0,0,0,4.32,66.99,1
133,133,0,0,0,0,0,9.28,11.56,0,0,0,0,0,2.04,0,0,0,0,2.26,74.86,1.02
134,134,0,0,0,0,0,0,0,0,0,7.91,0,12.9,2.77,0,0,0,0,3.08,73.34,1
135,135,0,0,0,0,0,0,0,10.95,0,0,9.89,0,1.76,0,0,0,0,1.79,75.61,1.01
136,136,0,0,0,0,0,0,0,11.23,0,0,0,12.27,1.45,0,0,0,0,2.45,72.6,1
137,137,0,0,0,0,11.32,0,12.14,0,0,0,0,0,2.05,0,0,0,0,1.9,72.59,1.02
138,138,6.68,0,0,0,0,12.45,0,0,0,0,0,0,1.13,0,0,0,0,1.88,77.86,1.02
139,139,0,0,0,0,0,0,0,0,12.51,0,9.1,0,1.74,0,0,0,0,2.43,74.22,1.01
140,140,0,0,0,11.04,0,10.52,0,0,0,0,0,0,2.96,0,0,0,0,2.18,73.3,1.02
141,141,0,0,0,0,0,0,9.2,0,0,0,0,11.89,2.36,0,0,0,0,3.78,72.77,1
142,142,0,0,0,10.13,8.85,0,0,0,0,0,0,0,2.07,0,0,0,0,1.83,77.12,1.02
143,143,0,10.84,0,0,0,0,0,11.41,0,0,0,0,1.2,0,0,0,0,3.28,73.27,1.02
144,144,0,0,0,0,0,10.4,0,13.16,0,0,0,0,2.22,0,0,0,0,2.51,71.71,1.02
145,145,0,0,0,0,11.25,0,0,0,12.96,0,0,0,2.72,0,0,0,0,1,72.07,1.02
146,146,0,0,0,0,13.8,0,0,0,0,0,10.95,0,1.06,0,0,0,0,1.5,72.69,1.02
147,147,0,0,0,6.58,12.27,0,0,0,0,0,0,0,2.88,0,0,0,0,3.68,74.59,1.02
148,148,0,0,0,0,0,0,0,11.52,0,10.98,0,0,2.26,0,0,0,0,1.67,73.57,1.01
149,149,0,0,0,0,0,0,10.1,0,0,12.93,0,0,1.02,0,0,0,0,2.22,73.73,1.01
150,150,0,0,0,12.49,0,0,0,0,9.58,0,0,0,2.52,0,0,0,0,1.66,73.75,1.02
151,151,0,10.96,0,0,0,0,12.72,0,0,0,0,0,1.56,0,0,0,0,1.1,73.66,1.02
152,152,0,0,0,10.89,0,0,0,0,0,0,12.36,0,1.6,0,0,0,0,1.43,73.72,1.01
153,153,0,0,0,13.2,6.73,0,0,0,0,0,0,0,1.34,0,0,0,0,3.75,74.98,1.02
154,154,0,0,0,0,13.36,0,10.5,0,0,0,0,0,2.7,0,0,0,0,1.62,71.82,1.02
155,155,0,0,0,0,0,0,9.29,0,10.5,0,0,0,1.39,0,0,0,0,1.28,77.54,1.01
156,156,0,0,0,0,0,12.67,0,0,0,9.83,0,0,2.31,0,0,0,0,2.97,72.22,1.02
157,157,0,0,0,8.29,10.5,0,0,0,0,0,0,0,0.89,0,0,0,0,4.26,76.06,1.02
158,158,0,0,0,13.8,0,0,7.74,0,0,0,0,0,2.71,0,0,0,0,2.45,73.3,1.02
159,159,0,0,0,0,0,0,0,0,10.4,0,0,8.87,2.63,0,0,0,0,1.4,76.7,1
160,160,0,0,0,13.19,13.32,0,0,0,0,0,0,0,2.18,0,0,0,0,4.63,66.68,1.03
161,161,0,8.48,0,12.68,0,0,0,0,0,0,0,0,1.46,0,0,0,0,1.62,75.76,1.02
162,162,0,0,0,0,0,0,12.25,0,0,0,0,10.53,1.96,0,0,0,0,3.33,71.93,1
163,163,0,0,0,0,0,10,0,0,0,12.13,0,0,2.58,0,0,0,0,1.43,73.86,1.02
164,164,0,0,0,0,0,0,0,0,12.33,0,0,12.73,1.4,0,0,0,0,1.65,71.89,1
165,165,0,12.42,0,0,0,0,0,0,0,9.05,0,0,1.16,0,0,0,0,2.11,75.26,1.02
166,166,0,0,0,10.83,7.2,0,0,0,0,0,0,0,2.78,0,0,0,0,3.28,75.91,1.02
167,167,0,0,0,0,0,0,8.25,0,0,0,0,11.68,1.03,0,0,0,0,2.04,77,1
168,168,0,0,0,0,0,0,13.09,0,0,9.88,0,0,2.23,0,0,0,0,1.59,73.21,1.01
169,169,0,10.27,0,0,0,0,0,11.38,0,0,0,0,2.07,0,0,0,0,1.19,75.09,1.02
170,170,0,0,0,0,0,0,0,8.92,12.68,0,0,0,1.9,0,0,0,0,1.8,74.7,1.01
171,171,0,0,0,0,0,0,0,0,12.89,0,0,9.8,2.08,0,0,0,0,2.47,72.76,1
172,172,0,9.79,0,0,0,0,0,0,12.17,0,0,0,1.16,0,0,0,0,2.2,74.68,1.02
173,173,0,0,0,10.41,0,0,9.87,0,0,0,0,0,2.82,0,0,0,0,1.74,75.16,1.02
174,174,0,12.5,0,0,10.99,0,0,0,0,0,0,0,1.28,0,0,0,0,1.48,73.75,1.03
175,175,0,0,0,11.56,0,0,0,0,0,0,8.47,0,2.28,0,0,0,0,1.65,76.04,1.01
176,176,0,0,0,12.92,10.9,0,0,0,0,0,0,0,1.37,0,0,0,0,2.62,72.19,1.02
177,177,0,0,0,0,0,0,0,0,11.4,12.64,0,0,1.39,0,0,0,0,3.26,71.31,1.01
178,178,0,0,0,0,0,0,9.92,0,0,0,0,10.95,2.91,0,0,0,0,2.22,74,1
179,179,0,0,0,0,0,0,9.52,0,13.08,0,0,0,2.79,0,0,0,0,1.65,72.96,1.01
180,180,0,0,0,0,0,0,0,0,11.28,0,0,8.45,1.15,0,0,0,0,1.56,77.56,1
181,181,0,0,8.97,12.85,0,0,0,0,0,0,0,0,2.95,0,0,0,0,1.27,73.95,1.02
182,182,0,0,0,0,0,0,0,12.7,0,12.88,0,0,1.25,0,0,0,0,2.41,70.76,1.02
183,183,0,0,0,12.27,0,0,11.62,0,0,0,0,0,2.98,0,0,0,0,1.1,72.03,1.02
184,184,0,0,0,8.74,0,0,0,0,12.74,0,0,0,2.13,0,0,0,0,3.14,73.25,1.01
185,185,0,0,0,8.85,8.73,0,0,0,0,0,0,0,2.98,0,0,0,0,4.95,74.5,1.02
186,186,0,0,0,9.35,0,0,0,0,12.07,0,0,0,2.87,0,0,0,0,1.04,74.67,1.01
187,187,0,0,12.62,11.94,0,0,0,0,0,0,0,0,1.01,0,0,0,0,1.17,73.26,1.02
188,188,0,0,0,0,0,0,10.44,0,8.09,0,0,0,1.12,0,0,0,0,1.03,79.32,1.01
189,189,0,0,0,12.04,10.42,0,0,0,0,0,0,0,2.61,0,0,0,0,1.26,73.67,1.02
190,190,0,0,0,0,0,0,0,0,8.9,0,0,9.66,1.03,0,0,0,0,1.1,79.3,1
191,191,0,0,12.65,0,0,0,0,0,12.35,0,0,0,2.36,0,0,0,0,1.02,71.62,1.01
192,192,0,12.97,0,0,0,0,0,12.26,0,0,0,0,2.83,0,0,0,0,3.06,68.89,1.03
193,193,0,0,0,0,8.02,0,0,0,0,0,0,12.78,1.01,0,0,0,0,2.83,75.37,1
194,194,0,0,0,10.76,0,0,0,0,11.52,0,0,0,2.72,0,0,0,0,2.38,72.62,1.01
195,195,0,0,0,0,12.45,0,0,0,0,0,0,10.34,1.5,0,0,0,0,1.06,74.65,1.01
196,196,0,0,0,11.73,0,0,0,0,10.72,0,0,0,1.75,0,0,0,0,1.38,74.42,1.01
197,197,0,0,0,12.28,8.22,0,0,0,0,0,0,0,2.24,0,0,0,0,2.8,74.46,1.02
198,198,0,0,0,0,12.79,0,0,0,11.26,0,0,0,2.95,0,0,0,0,2.56,70.42,1.02
199,199,0,0,0,0,0,9.77,13,0,0,0,0,0,1.78,0,0,0,0,2.89,72.56,1.02
200,200,0,0,0,8.6,11.38,0,0,0,0,0,0,0,2.55,0,0,0,0,3.19,74.29,1.02
201,201,0,0,11.07,0,0,0,0,0,0,0,0,11.98,1.29,0,0,0,0,1.02,74.64,1
202,202,0,0,0,0,9.53,0,0,0,0,0,0,11.61,2.89,0,0,0,0,2.94,73.03,1
203,203,0,0,0,0,0,0,12.76,0,0,0,0,9.2,1.67,0,0,0,0,1.28,75.08,1
204,204,0,0,0,0,0,0,10.67,0,0,0,0,8.86,1.27,0,0,0,0,2.48,76.71,1
205,205,0,0,0,12,9.61,0,0,0,0,0,0,0,1.45,0,0,0,0,4.44,72.5,1.02
206,206,0,0,0,0,0,0,0,0,8.27,0,0,11.02,1.49,0,0,0,0,2.78,76.45,1
207,207,0,0,10.75,0,0,0,0,0,12.84,0,0,0,1.36,0,0,0,0,1.98,73.07,1.01
208,208,0,0,0,10.35,0,0,0,0,0,0,0,12.22,1.26,0,0,0,0,1.3,74.86,1
209,209,0,0,0,11.39,9.26,0,0,0,0,0,0,0,1.21,0,0,0,0,1.09,77.05,1.02
210,210,0,0,0,0,0,0,12.95,0,0,0,8.01,0,2.77,0,0,0,0,1.05,75.22,1.01
211,211,0,0,0,0,0,0,12.99,10,0,0,0,0,1.43,0,0,0,0,2.88,72.69,1.01
212,212,0,0,0,12.73,0,0,0,0,8.82,0,0,0,2.85,0,0,0,0,2.9,72.7,1.02
213,213,0,0,0,0,12.55,0,0,0,0,0,0,12.95,1.88,0,0,0,0,3.11,69.51,1.01
214,214,0,0,0,9.96,9.48,0,0,0,0,0,0,0,2.68,0,0,0,0,3.85,74.02,1.02
215,215,0,0,0,0,0,0,0,0,10.03,0,0,12.43,2.1,0,0,0,0,3.03,72.42,1
216,216,0,0,0,10.72,12.01,0,0,0,0,0,0,0,1.05,0,0,0,0,1.76,74.45,1.02
217,217,0,0,0,0,0,0,0,8.07,0,0,0,11.82,1.25,0,0,0,1.06,0,77.81,1
218,218,0,11.4,8.62,0,0,0,0,0,0,0,0,0,2.53,0,0,0,2.39,0,75.06,1.02
219,219,0,0,0,0,0,0,0,0,0,9.32,8.49,0,1.08,0,0,0,2.5,0,78.61,1
220,220,0,0,10.43,0,0,0,0,11.26,0,0,0,0,1.97,0,0,0,1.5,0,74.83,1.01
221,221,0,0,0,0,11.54,0,0,11.12,0,0,0,0,2.31,0,0,0,1.94,0,73.08,1.02
222,222,10.29,10.29,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,3.5,0,74,1.02
223,223,10.01,0,10.85,0,0,0,0,0,0,0,0,0,2.81,0,0,0,2.72,0,73.61,1.02
224,224,0,0,0,0,0,0,11.26,0,0,0,0,11.54,2.97,0,0,0,3.83,0,70.39,1
225,225,0,0,8.9,0,0,10.43,0,0,0,0,0,0,1.75,0,0,0,2.17,0,76.75,1.01
226,226,0,0,0,8.49,0,0,0,8.76,0,0,0,0,1.42,0,0,0,2.06,0,79.28,1.01
227,227,0,0,12.79,0,0,0,11.68,0,0,0,0,0,2.25,0,0,0,3.94,0,69.33,1.01
228,228,0,0,8.62,0,0,0,0,0,0,8.21,0,0,2.47,0,0,0,3.61,0,77.08,1.01
229,229,0,0,0,0,9.88,0,0,0,0,10.71,0,0,2.14,0,0,0,4.94,0,72.33,1.01
230,230,0,10.71,0,0,8.35,0,0,0,0,0,0,0,1.19,0,0,0,3.06,0,76.69,1.02
231,231,0,0,0,0,0,0,0,12.51,10.99,0,0,0,2.42,0,0,0,2.83,0,71.25,1.01
232,232,0,0,0,0,0,0,0,0,0,0,12.1,12.1,1.36,0,0,0,4.72,0,69.72,0.99
233,233,0,0,0,8.35,11.4,0,0,0,0,0,0,0,1.53,0,0,0,3.28,0,75.44,1.01
234,234,0,0,0,9.18,0,11.96,0,0,0,0,0,0,2.64,0,0,0,2.61,0,73.61,1.02
235,235,0,0,11.68,0,0,0,0,0,9.32,0,0,0,1.69,0,0,0,1.61,0,75.69,1.01
236,236,12.38,0,0,0,0,0,0,0,0,0,9.04,0,1.86,0,0,0,4.39,0,72.33,1.01
237,237,0,0,0,0,0,0,10.85,0,0,0,12.79,0,1.31,0,0,0,4.06,0,71,1
238,238,0,0,0,9.74,0,0,0,0,0,0,8.07,0,1.64,0,0,0,3.17,0,77.39,1.01
239,239,0,0,0,0,0,12.24,0,10.01,0,0,0,0,2.03,0,0,0,4.61,0,71.11,1.01
240,240,10.99,0,0,0,0,8.9,0,0,0,0,0,0,1.03,0,0,0,3.72,0,75.36,1.02
241,241,0,0,0,8.21,0,0,0,0,12.65,0,0,0,1.81,0,0,0,2.94,0,74.39,1.01
242,242,0,0,0,0,0,0,9.04,0,12.93,0,0,0,1.47,0,0,0,4.83,0,71.72,1
243,243,0,0,0,0,0,0,0,0,11.12,0,9.18,0,1.58,0,0,0,1.17,0,76.94,1
244,244,0,0,0,0,0,12.93,9.6,0,0,0,0,0,2.58,0,0,0,4.17,0,70.72,1.01
245,245,0,0,0,9.6,0,0,9.88,0,0,0,0,0,2.69,0,0,0,2.28,0,75.56,1.01
