ID,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT,Stability_Test,Turbidity/NTU,Viscosity_10/cP,Newtonian
299,0.00,0.00,0.00,14.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.25,2.54,0.00,0.00,0.00,1.20,0.00,TRUE,29,25,TRUE
300,0.00,0.00,0.00,12.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.58,1.21,0.00,0.00,0.00,1.66,0.00,TRUE,18,35,FALSE
301,0.00,0.00,0.00,11.89,0.00,0.00,0.00,6.69,0.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,4.99,0.00,TRUE,2447,41,FALSE
302,0.00,0.00,10.46,0.00,0.00,0.00,12.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,2.99,0.00,TRUE,15,5,FALSE
303,0.00,0.00,0.00,8.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.09,0.00,0.00,1.84,0.00,3.12,0.00,FALSE,NA,NA,NA
304,5.44,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,4.81,0.00,TRUE,730,10,FALSE
305,0.00,9.19,0.00,0.00,11.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.53,0.00,3.54,0.00,TRUE,16,5,TRUE
306,0.00,0.00,0.00,0.00,0.00,11.01,0.00,0.00,8.25,0.00,0.00,0.00,0.00,0.00,2.98,0.00,2.41,0.00,FALSE,NA,NA,NA
307,0.00,0.00,0.00,0.00,0.00,8.90,0.00,0.00,0.00,10.75,0.00,0.00,0.00,0.00,1.82,0.00,1.72,0.00,TRUE,19,2,TRUE
308,8.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.56,0.00,0.00,2.16,0.00,2.34,0.00,FALSE,NA,NA,NA
309,0.00,0.00,10.68,0.00,0.00,0.00,0.00,0.00,0.00,11.58,0.00,0.00,0.00,0.00,1.91,0.00,1.74,0.00,TRUE,14,5,FALSE
310,0.00,9.06,0.00,0.00,0.00,0.00,0.00,0.00,10.99,0.00,0.00,0.00,0.00,0.00,2.77,0.00,4.65,0.00,TRUE,58,471,FALSE
311,0.00,0.00,0.00,0.00,0.00,0.00,8.16,0.00,0.00,0.00,11.63,0.00,0.00,0.00,2.13,0.00,2.02,0.00,FALSE,NA,NA,NA
312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.80,11.64,0.00,0.00,1.46,0.00,3.18,0.00,FALSE,NA,NA,NA
313,0.00,0.00,0.00,0.00,12.18,0.00,0.00,0.00,8.62,0.00,0.00,0.00,0.00,0.00,2.40,0.00,1.05,0.00,TRUE,23,8,TRUE
314,0.00,0.00,0.00,11.91,0.00,0.00,0.00,0.00,0.00,10.32,0.00,0.00,0.00,0.00,1.49,0.00,4.48,0.00,FALSE,NA,NA,NA
315,0.00,11.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,0.00,0.00,1.05,0.00,3.36,0.00,TRUE,25,3,TRUE
316,0.00,9.39,0.00,0.00,0.00,9.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,3.03,0.00,TRUE,28,8,FALSE
317,5.15,0.00,0.00,0.00,0.00,0.00,0.00,12.09,0.00,0.00,0.00,0.00,0.00,0.00,2.43,0.00,1.31,0.00,TRUE,411,151,FALSE
318,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.15,0.00,0.00,0.00,11.34,0.00,0.00,3.40,0.00,4.36,0.00,TRUE,2083,32,FALSE
319,0.00,0.00,11.36,0.00,0.00,0.00,0.00,0.00,10.80,0.00,0.00,0.00,0.00,0.00,1.89,0.00,1.53,0.00,FALSE,NA,NA,NA
320,0.00,0.00,13.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.72,0.00,0.00,2.24,0.00,2.13,0.00,FALSE,NA,NA,NA
321,4.94,0.00,0.00,0.00,0.00,9.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.51,0.00,1.34,0.00,TRUE,502,182,FALSE
322,0.00,0.00,13.58,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,0.00,3.48,0.00,TRUE,15,7,TRUE
323,0.00,0.00,0.00,0.00,0.00,0.00,12.28,8.37,0.00,0.00,0.00,0.00,0.00,0.00,3.21,0.00,4.50,0.00,FALSE,NA,NA,NA
324,0.00,0.00,0.00,0.00,8.79,0.00,0.00,13.95,0.00,0.00,0.00,0.00,0.00,0.00,2.39,0.00,1.96,0.00,FALSE,NA,NA,NA
325,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.88,0.00,0.00,12.84,0.00,0.00,0.00,3.10,0.00,4.21,0.00,FALSE,NA,NA,NA
326,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.72,0.00,12.68,0.00,0.00,0.00,0.00,2.29,0.00,4.95,0.00,FALSE,NA,NA,NA
327,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.92,9.53,0.00,0.00,0.00,1.75,0.00,4.02,0.00,TRUE,260,4,TRUE
328,5.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.46,0.00,0.00,0.00,0.00,1.68,0.00,1.59,0.00,TRUE,17,2,TRUE
329,0.00,0.00,6.78,0.00,8.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,0.00,2.73,0.00,TRUE,14,4,TRUE
330,0.00,0.00,11.94,0.00,0.00,0.00,0.00,11.46,0.00,0.00,0.00,0.00,0.00,0.00,1.64,0.00,3.80,0.00,TRUE,17,8,TRUE
331,0.00,0.00,0.00,0.00,0.00,0.00,11.32,0.00,0.00,12.15,0.00,0.00,0.00,0.00,1.76,0.00,1.63,0.00,TRUE,14,2,TRUE
332,0.00,12.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.18,0.00,0.00,0.00,0.00,2.08,0.00,1.51,0.00,TRUE,19,2,TRUE
333,0.00,0.00,0.00,0.00,11.65,0.00,0.00,0.00,0.00,8.93,0.00,0.00,0.00,0.00,1.51,0.00,4.84,0.00,TRUE,38,19,TRUE
334,0.00,11.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.54,0.00,0.00,3.26,0.00,4.16,0.00,FALSE,NA,NA,NA
335,4.68,0.00,0.00,0.00,13.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.00,2.92,0.00,TRUE,86,134,FALSE
336,6.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.63,0.00,0.00,0.00,1.04,0.00,3.79,0.00,TRUE,941,12,FALSE
337,0.00,0.00,0.00,0.00,8.38,0.00,0.00,0.00,0.00,0.00,0.00,8.28,0.00,0.00,2.98,0.00,2.21,0.00,TRUE,19,133,FALSE
338,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.39,0.00,12.40,0.00,0.00,2.71,0.00,2.48,0.00,TRUE,2910,104,FALSE
339,0.00,0.00,0.00,0.00,0.00,7.86,0.00,6.96,0.00,0.00,0.00,0.00,0.00,0.00,2.16,0.00,2.14,0.00,TRUE,1081,26,FALSE
340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.16,12.66,0.00,0.00,0.00,0.00,3.16,0.00,2.51,0.00,TRUE,14,4,TRUE
341,0.00,12.00,0.00,0.00,0.00,0.00,0.00,9.85,0.00,0.00,0.00,0.00,0.00,0.00,3.36,0.00,4.76,0.00,TRUE,33,17,TRUE
342,0.00,0.00,0.00,7.44,0.00,0.00,8.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.07,0.00,3.48,0.00,FALSE,NA,NA,NA
343,0.00,10.30,12.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.47,0.00,4.76,0.00,TRUE,15,6,TRUE
344,0.00,0.00,9.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,0.00,0.00,0.00,1.56,0.00,4.19,0.00,FALSE,NA,NA,NA
345,3.96,0.00,0.00,0.00,0.00,0.00,11.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.14,0.00,4.92,0.00,FALSE,NA,NA,NA
346,0.00,0.00,0.00,0.00,0.00,9.19,0.00,0.00,0.00,0.00,0.00,11.50,0.00,0.00,3.22,0.00,5.17,0.00,FALSE,NA,NA,NA
347,0.00,0.00,0.00,0.00,7.94,9.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.58,0.00,4.27,0.00,FALSE,NA,NA,NA
348,0.00,0.00,0.00,10.41,10.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.02,0.00,3.46,0.00,FALSE,NA,NA,NA
349,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.42,8.88,0.00,0.00,0.00,0.00,0.00,0.99,0.00,1.96,0.00,TRUE,47,108,FALSE
350,0.00,0.00,0.00,0.00,0.00,11.98,0.00,0.00,0.00,0.00,11.44,0.00,0.00,0.00,2.53,0.00,3.66,0.00,FALSE,NA,NA,NA
351,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.56,0.00,9.98,0.00,0.00,0.00,1.77,0.00,1.37,0.00,TRUE,92,281,FALSE
352,0.00,0.00,9.68,0.00,0.00,10.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,0.00,3.09,0.00,TRUE,19,7,TRUE
353,0.00,0.00,0.00,0.00,0.00,9.16,9.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.73,0.00,2.32,0.00,FALSE,NA,NA,NA
354,4.64,0.00,0.00,8.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.84,0.00,3.42,0.00,TRUE,2380,228,FALSE
355,0.00,0.00,0.00,6.88,0.00,0.00,0.00,0.00,8.46,0.00,0.00,0.00,0.00,0.00,1.50,0.00,3.98,0.00,TRUE,1232,40,FALSE
356,0.00,0.00,0.00,0.00,8.79,0.00,0.00,0.00,0.00,0.00,7.96,0.00,0.00,0.00,1.90,0.00,1.48,0.00,TRUE,195,9,TRUE
357,0.00,0.00,0.00,0.00,0.00,0.00,8.91,0.00,12.35,0.00,0.00,0.00,0.00,0.00,1.24,0.00,2.72,0.00,TRUE,34,78,FALSE
358,0.00,8.83,0.00,0.00,0.00,0.00,12.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.00,2.85,0.00,TRUE,26,10,FALSE
359,4.36,0.00,7.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00,3.97,0.00,FALSE,NA,NA,NA
360,0.00,11.06,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,0.00,3.90,0.00,TRUE,31,5,TRUE
361,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.03,0.00,0.00,9.91,0.00,0.00,0.96,0.00,1.26,0.00,TRUE,23,2,TRUE
362,0.00,0.00,0.00,0.00,0.00,12.93,0.00,11.41,0.00,0.00,0.00,0.00,0.00,0.00,2.99,0.00,1.34,0.00,TRUE,160,244,FALSE
363,0.00,0.00,0.00,0.00,11.73,0.00,7.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.00,2.08,0.00,FALSE,NA,NA,NA
364,0.00,0.00,0.00,7.87,0.00,0.00,0.00,0.00,12.26,0.00,0.00,0.00,0.00,0.00,2.91,0.00,1.15,0.00,TRUE,26,9,TRUE
365,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.80,0.00,0.00,1.08,0.00,4.67,0.00,FALSE,NA,NA,NA
366,0.00,0.00,0.00,0.00,12.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.58,0.00,2.95,0.00,FALSE,NA,NA,NA
367,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.22,0.00,10.91,0.00,0.00,0.00,0.99,0.00,4.96,0.00,FALSE,NA,NA,NA
368,7.89,0.00,0.00,0.00,0.00,0.00,13.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,1.32,0.00,TRUE,20,8,TRUE
369,0.00,0.00,0.00,0.00,0.00,0.00,12.92,0.00,0.00,0.00,0.00,9.69,0.00,0.00,2.76,0.00,2.02,0.00,FALSE,NA,NA,NA
370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.13,0.00,0.00,8.31,0.00,0.00,2.05,0.00,3.00,0.00,FALSE,NA,NA,NA
371,0.00,0.00,0.00,0.00,0.00,9.21,13.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.09,0.00,3.79,0.00,FALSE,NA,NA,NA
372,0.00,0.00,6.06,0.00,0.00,9.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00,1.18,0.00,TRUE,16,2,TRUE
373,0.00,0.00,0.00,8.35,0.00,8.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,2.72,0.00,FALSE,NA,NA,NA
374,7.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.74,0.00,0.00,0.00,0.00,0.00,4.02,0.00,4.17,0.00,FALSE,NA,NA,NA
375,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.74,11.77,0.00,0.00,0.00,0.00,0.00,1.96,0.00,2.56,0.00,TRUE,62,99,FALSE
376,7.49,0.00,0.00,0.00,0.00,0.00,0.00,14.39,0.00,0.00,0.00,0.00,0.00,0.00,2.03,0.00,4.89,0.00,FALSE,NA,NA,NA
377,0.00,0.00,0.00,10.20,0.00,0.00,0.00,0.00,0.00,0.00,8.25,0.00,0.00,0.00,2.34,0.00,2.42,0.00,TRUE,1504,303,FALSE
378,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,10.02,0.00,0.00,0.00,0.00,0.00,2.58,0.00,4.65,0.00,FALSE,NA,NA,NA
379,0.00,0.00,7.40,0.00,0.00,0.00,0.00,7.49,0.00,0.00,0.00,0.00,0.00,0.00,3.09,0.00,2.30,0.00,TRUE,17,3,TRUE
380,0.00,0.00,0.00,0.00,12.64,0.00,0.00,0.00,10.33,0.00,0.00,0.00,0.00,0.00,1.78,0.00,4.20,0.00,TRUE,250,64,FALSE
381,0.00,0.00,9.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.89,0.00,0.00,3.28,0.00,5.08,0.00,FALSE,NA,NA,NA
382,7.51,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,5.01,0.00,TRUE,2368,247,FALSE
383,0.00,0.00,0.00,0.00,0.00,0.00,8.80,13.42,0.00,0.00,0.00,0.00,0.00,0.00,2.20,0.00,5.00,0.00,FALSE,NA,NA,NA
384,0.00,0.00,0.00,6.64,0.00,0.00,0.00,0.00,0.00,0.00,10.63,0.00,0.00,0.00,3.41,0.00,3.18,0.00,FALSE,NA,NA,NA
385,0.00,11.62,0.00,7.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.00,0.00,2.97,FALSE,NA,NA,NA
386,0.00,0.00,0.00,0.00,0.00,0.00,8.57,0.00,11.87,0.00,0.00,0.00,0.00,3.13,0.00,0.00,0.00,4.56,FALSE,NA,NA,NA
387,0.00,0.00,0.00,0.00,0.00,0.00,8.39,0.00,0.00,8.01,0.00,0.00,0.00,3.08,0.00,0.00,0.00,3.01,FALSE,NA,NA,NA
388,0.00,9.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.75,0.00,0.00,0.00,3.05,0.00,0.00,0.00,3.38,FALSE,NA,NA,NA
390,0.00,12.33,0.00,0.00,0.00,0.00,8.18,0.00,0.00,0.00,0.00,0.00,0.00,3.72,0.00,0.00,0.00,3.77,TRUE,40,89,FALSE
391,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.85,9.76,0.00,0.00,1.27,0.00,0.00,0.00,1.77,FALSE,NA,NA,NA
392,0.00,0.00,10.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.54,0.00,0.00,1.67,0.00,0.00,0.00,3.34,FALSE,NA,NA,NA
393,0.00,9.01,0.00,0.00,0.00,0.00,0.00,9.98,0.00,0.00,0.00,0.00,0.00,2.61,0.00,0.00,0.00,4.19,FALSE,NA,NA,NA
394,0.00,0.00,0.00,0.00,7.83,0.00,0.00,0.00,0.00,0.00,9.36,0.00,0.00,1.95,0.00,0.00,0.00,5.21,FALSE,NA,NA,NA
395,7.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.39,0.00,0.00,0.00,2.59,0.00,0.00,0.00,2.70,FALSE,NA,NA,NA
396,0.00,9.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.04,0.00,1.78,0.00,0.00,0.00,1.72,FALSE,NA,NA,NA
397,0.00,0.00,0.00,0.00,12.23,0.00,0.00,0.00,0.00,8.67,0.00,0.00,0.00,2.27,0.00,0.00,0.00,3.08,FALSE,NA,NA,NA
399,7.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.92,0.00,0.00,0.00,0.00,2.84,0.00,0.00,0.00,1.74,FALSE,NA,NA,NA
400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.71,0.00,0.00,12.79,0.00,0.00,1.69,0.00,0.00,0.00,3.73,FALSE,NA,NA,NA
401,0.00,0.00,0.00,10.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,0.00,2.92,0.00,0.00,0.00,4.44,FALSE,NA,NA,NA
402,6.28,11.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.00,4.38,FALSE,NA,NA,NA
403,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.47,10.37,0.00,2.46,0.00,0.00,0.00,4.08,FALSE,NA,NA,NA
404,0.00,8.36,0.00,0.00,7.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.00,2.26,FALSE,NA,NA,NA
406,0.00,0.00,0.00,0.00,0.00,0.00,9.91,0.00,0.00,0.00,0.00,10.86,0.00,2.96,0.00,0.00,0.00,4.82,FALSE,NA,NA,NA
407,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.91,11.48,0.00,0.00,0.00,3.37,0.00,0.00,0.00,4.94,FALSE,NA,NA,NA
408,0.00,0.00,9.37,0.00,0.00,0.00,0.00,11.17,0.00,0.00,0.00,0.00,0.00,4.86,0.00,0.00,0.00,2.68,FALSE,NA,NA,NA
409,5.48,0.00,0.00,7.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,1.41,FALSE,NA,NA,NA
410,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.92,0.00,12.26,0.00,0.00,0.00,1.32,0.00,0.00,0.00,4.58,FALSE,NA,NA,NA
411,0.00,0.00,0.00,13.02,0.00,0.00,0.00,0.00,12.25,0.00,0.00,0.00,0.00,2.51,0.00,0.00,0.00,1.94,FALSE,NA,NA,NA
412,0.00,0.00,0.00,0.00,0.00,0.00,7.76,11.43,0.00,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,1.97,FALSE,NA,NA,NA
413,0.00,0.00,8.02,0.00,0.00,0.00,0.00,0.00,0.00,9.53,0.00,0.00,0.00,2.65,0.00,0.00,0.00,1.92,FALSE,NA,NA,NA
414,0.00,0.00,0.00,0.00,12.49,0.00,0.00,0.00,0.00,0.00,0.00,7.84,0.00,3.03,0.00,0.00,0.00,4.93,FALSE,NA,NA,NA
415,0.00,0.00,0.00,0.00,8.20,8.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,4.12,FALSE,NA,NA,NA
416,6.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.71,0.00,0.00,1.51,0.00,0.00,0.00,3.06,FALSE,NA,NA,NA
417,0.00,0.00,9.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.32,0.00,2.90,0.00,0.00,0.00,2.55,FALSE,NA,NA,NA
418,0.00,0.00,8.38,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,1.44,0.00,0.00,0.00,4.09,TRUE,541,143,TRUE
419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.69,0.00,0.00,11.76,0.00,3.42,0.00,0.00,0.00,1.60,TRUE,24,10,FALSE
420,0.00,11.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.27,0.00,0.00,2.03,0.00,0.00,0.00,4.14,FALSE,NA,NA,NA
421,0.00,0.00,12.39,0.00,0.00,0.00,12.63,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,3.11,TRUE,69,12,TRUE
422,4.10,0.00,9.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,0.00,0.00,0.00,3.35,FALSE,NA,NA,NA
423,0.00,0.00,0.00,0.00,0.00,10.99,0.00,0.00,0.00,0.00,0.00,9.56,0.00,2.96,0.00,0.00,0.00,4.80,FALSE,NA,NA,NA
424,0.00,0.00,0.00,7.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.35,0.00,2.41,0.00,0.00,0.00,2.33,FALSE,NA,NA,NA
425,5.85,0.00,0.00,0.00,0.00,0.00,0.00,7.47,0.00,0.00,0.00,0.00,0.00,3.66,0.00,0.00,0.00,4.03,FALSE,NA,NA,NA
426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.68,0.00,11.23,0.00,0.00,2.26,0.00,0.00,0.00,3.92,FALSE,NA,NA,NA
427,0.00,0.00,6.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.82,0.00,1.62,0.00,0.00,0.00,4.46,FALSE,NA,NA,NA
428,0.00,0.00,0.00,11.30,10.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.45,0.00,0.00,0.00,2.13,FALSE,NA,NA,NA
429,0.00,0.00,0.00,0.00,8.29,0.00,0.00,0.00,0.00,0.00,0.00,12.83,0.00,3.05,0.00,0.00,0.00,3.34,FALSE,NA,NA,NA
430,0.00,0.00,0.00,13.03,0.00,0.00,0.00,7.40,0.00,0.00,0.00,0.00,0.00,2.89,0.00,0.00,0.00,2.77,FALSE,NA,NA,NA
431,0.00,0.00,0.00,8.94,0.00,0.00,0.00,0.00,0.00,10.31,0.00,0.00,0.00,3.82,0.00,0.00,0.00,1.47,FALSE,NA,NA,NA
432,0.00,0.00,0.00,0.00,0.00,9.67,7.77,0.00,0.00,0.00,0.00,0.00,0.00,2.12,0.00,0.00,0.00,3.48,FALSE,NA,NA,NA
433,0.00,0.00,0.00,0.00,0.00,9.96,0.00,11.40,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,3.90,FALSE,NA,NA,NA
434,0.00,0.00,0.00,6.64,0.00,0.00,0.00,0.00,0.00,0.00,10.15,0.00,0.00,1.50,0.00,0.00,0.00,3.68,FALSE,NA,NA,NA
435,5.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.86,0.00,2.38,0.00,0.00,0.00,5.52,FALSE,NA,NA,NA
436,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.83,0.00,0.00,2.56,0.00,0.00,0.00,2.04,FALSE,NA,NA,NA
437,10.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.07,0.00,1.99,0.00,0.00,0.00,2.46,FALSE,NA,NA,NA
438,7.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.27,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,4.43,FALSE,NA,NA,NA
439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.70,0.00,8.82,0.00,2.65,0.00,0.00,0.00,4.18,FALSE,NA,NA,NA
440,0.00,0.00,0.00,0.00,0.00,11.06,0.00,0.00,0.00,12.12,0.00,0.00,0.00,2.33,0.00,0.00,0.00,3.95,FALSE,NA,NA,NA
441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.39,8.28,0.00,0.00,0.00,2.64,0.00,0.00,0.00,2.61,FALSE,NA,NA,NA
442,0.00,0.00,0.00,0.00,0.00,10.07,0.00,0.00,0.00,0.00,8.11,0.00,0.00,3.47,0.00,0.00,0.00,2.85,FALSE,NA,NA,NA
443,0.00,10.39,0.00,0.00,0.00,10.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.05,0.00,0.00,0.00,2.00,FALSE,NA,NA,NA
444,0.00,0.00,10.60,0.00,0.00,0.00,0.00,7.03,0.00,0.00,0.00,0.00,0.00,2.61,0.00,0.00,0.00,2.19,FALSE,NA,NA,NA
445,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.61,10.77,0.00,0.00,0.00,0.00,2.38,0.00,0.00,0.00,4.97,FALSE,NA,NA,NA
446,0.00,11.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.67,0.00,1.94,0.00,0.00,0.00,3.80,FALSE,NA,NA,NA
447,0.00,8.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.94,0.00,0.00,0.00,1.85,0.00,0.00,0.00,2.42,FALSE,NA,NA,NA
448,0.00,0.00,9.47,11.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,0.00,0.00,0.00,3.70,FALSE,NA,NA,NA
449,0.00,0.00,0.00,0.00,0.00,11.97,11.47,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,4.73,FALSE,NA,NA,NA
450,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.07,11.55,0.00,2.98,0.00,0.00,0.00,3.00,FALSE,NA,NA,NA
