ID,Texapon SB 3 KC,Plantapon ACG 50,Plantapon LC 7,Plantacare 818,Plantacare 2000,Dehyton MC,Dehyton PK 45,Dehyton ML,Dehyton AB 30,Plantapon Amino SCG-L,Plantapon Amino KG-L,Dehyquart A-CA,Luviquat Excellence,Dehyquart CC6,Dehyquart CC7 Benz,Salcare Super 7,Arlypon F,Arlypon TT,Stability_Test,Turbidity/NTU,Viscosity_10/cP,Newtonian
1,6.52,0.00,0.00,0.00,0.00,0.00,0.00,8.63,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,3.35,FALSE,NA,NA,NA
2,7.70,0.00,0.00,0.00,0.00,0.00,0.00,8.55,0.00,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,4.00,FALSE,NA,NA,NA
3,12.23,0.00,0.00,0.00,0.00,0.00,0.00,10.13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.62,FALSE,NA,NA,NA
4,12.20,0.00,0.00,0.00,0.00,0.00,0.00,13.54,0.00,0.00,0.00,0.00,1.43,0.00,0.00,0.00,0.00,4.65,FALSE,NA,NA,NA
5,8.71,0.00,0.00,0.00,0.00,0.00,0.00,9.46,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,4.60,FALSE,NA,NA,NA
6,9.80,0.00,0.00,0.00,0.00,0.00,0.00,8.91,0.00,0.00,0.00,0.00,1.54,0.00,0.00,0.00,0.00,5.16,FALSE,NA,NA,NA
7,0.00,0.00,0.00,11.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.53,1.52,0.00,0.00,0.00,0.00,2.69,TRUE,491,293,FALSE
8,0.00,0.00,0.00,11.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.79,2.66,0.00,0.00,0.00,0.00,2.75,TRUE,299,168,FALSE
9,0.00,0.00,0.00,8.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.93,1.76,0.00,0.00,0.00,0.00,3.40,FALSE,NA,NA,NA
10,0.00,0.00,0.00,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21,2.33,0.00,0.00,0.00,0.00,4.57,FALSE,NA,NA,NA
11,0.00,0.00,0.00,9.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.18,1.78,0.00,0.00,0.00,0.00,1.66,TRUE,25,516,FALSE
12,0.00,0.00,0.00,12.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.90,2.20,0.00,0.00,0.00,0.00,3.44,FALSE,NA,NA,NA
13,0.00,0.00,0.00,0.00,0.00,0.00,8.61,0.00,10.15,0.00,0.00,0.00,1.58,0.00,0.00,0.00,0.00,4.08,FALSE,NA,NA,NA
14,0.00,0.00,0.00,0.00,0.00,0.00,11.98,0.00,8.47,0.00,0.00,0.00,2.34,0.00,0.00,0.00,0.00,2.29,TRUE,33,1615,FALSE
15,0.00,0.00,0.00,0.00,0.00,0.00,11.10,0.00,10.88,0.00,0.00,0.00,2.49,0.00,0.00,0.00,0.00,2.61,TRUE,35,1776,FALSE
16,0.00,0.00,0.00,0.00,0.00,0.00,12.85,0.00,11.66,0.00,0.00,0.00,2.68,0.00,0.00,0.00,0.00,1.74,TRUE,16,21,TRUE
17,0.00,0.00,0.00,0.00,0.00,0.00,10.27,0.00,9.72,0.00,0.00,0.00,2.92,0.00,0.00,0.00,0.00,2.29,TRUE,48,1003,FALSE
18,0.00,0.00,0.00,0.00,0.00,0.00,12.46,0.00,8.71,0.00,0.00,0.00,1.56,0.00,0.00,0.00,0.00,3.12,TRUE,332,127,FALSE
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.66,8.15,0.00,0.78,0.00,0.00,0.00,0.00,2.84,FALSE,NA,NA,NA
20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.29,10.20,0.00,0.99,0.00,0.00,0.00,0.00,2.80,FALSE,NA,NA,NA
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.85,8.31,0.00,1.47,0.00,0.00,0.00,0.00,2.60,FALSE,NA,NA,NA
22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.15,10.39,0.00,0.97,0.00,0.00,0.00,0.00,4.33,FALSE,NA,NA,NA
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.15,8.05,0.00,2.42,0.00,0.00,0.00,0.00,3.35,FALSE,NA,NA,NA
24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.72,11.78,0.00,2.12,0.00,0.00,0.00,0.00,4.04,FALSE,NA,NA,NA
25,0.00,11.96,0.00,0.00,0.00,12.31,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,2.35,TRUE,32,6,TRUE
26,0.00,13.43,0.00,0.00,0.00,9.65,0.00,0.00,0.00,0.00,0.00,0.00,2.15,0.00,0.00,0.00,0.00,4.35,TRUE,1404,431,FALSE
27,0.00,8.88,0.00,0.00,0.00,13.07,0.00,0.00,0.00,0.00,0.00,0.00,1.31,0.00,0.00,0.00,0.00,2.19,TRUE,36,10,FALSE
28,0.00,11.68,0.00,0.00,0.00,9.86,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,1.66,TRUE,20,3,FALSE
29,0.00,10.14,0.00,0.00,0.00,13.26,0.00,0.00,0.00,0.00,0.00,0.00,2.41,0.00,0.00,0.00,0.00,3.18,TRUE,479,187,TRUE
30,0.00,8.54,0.00,0.00,0.00,12.61,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,4.36,FALSE,NA,NA,NA
31,0.00,0.00,7.99,0.00,12.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.95,FALSE,NA,NA,NA
32,0.00,0.00,12.68,0.00,9.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.54,0.00,0.00,0.00,0.00,4.01,FALSE,NA,NA,NA
33,0.00,0.00,12.14,0.00,12.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.21,0.00,0.00,0.00,0.00,4.82,TRUE,1065,1287,FALSE
34,0.00,0.00,9.01,0.00,8.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,0.00,0.00,0.00,0.00,2.19,FALSE,NA,NA,NA
35,0.00,0.00,13.11,0.00,9.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.93,0.00,0.00,0.00,0.00,3.59,FALSE,NA,NA,NA
36,0.00,0.00,9.16,0.00,9.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.68,0.00,0.00,0.00,0.00,5.08,FALSE,NA,NA,NA
37,6.69,10.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.12,0.00,0.00,0.00,0.00,2.67,FALSE,NA,NA,NA
38,12.24,0.00,9.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,1.97,FALSE,NA,NA,NA
39,12.12,0.00,0.00,11.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,3.44,FALSE,NA,NA,NA
40,7.70,0.00,0.00,0.00,10.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42,0.00,0.00,0.00,0.00,4.77,FALSE,NA,NA,NA
41,7.58,0.00,0.00,0.00,0.00,8.57,0.00,0.00,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,2.16,FALSE,NA,NA,NA
42,12.19,0.00,0.00,0.00,0.00,0.00,12.32,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,2.59,FALSE,NA,NA,NA
43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.44,8.12,0.00,0.00,0.98,0.00,0.00,0.00,0.00,2.25,FALSE,NA,NA,NA
44,9.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.17,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,2.84,FALSE,NA,NA,NA
45,8.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.81,0.00,0.00,2.11,0.00,0.00,0.00,0.00,4.19,FALSE,NA,NA,NA
46,10.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.36,0.00,1.75,0.00,0.00,0.00,0.00,5.17,FALSE,NA,NA,NA
47,7.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.19,2.53,0.00,0.00,0.00,0.00,4.71,FALSE,NA,NA,NA
48,0.00,10.90,9.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.56,0.00,0.00,0.00,0.00,3.32,FALSE,NA,NA,NA
49,0.00,8.25,0.00,8.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,3.19,FALSE,NA,NA,NA
50,0.00,8.55,0.00,0.00,11.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.21,0.00,0.00,0.00,0.00,4.82,FALSE,NA,NA,NA
51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.58,0.00,10.27,2.73,0.00,0.00,0.00,0.00,4.03,FALSE,NA,NA,NA
52,0.00,8.33,0.00,0.00,0.00,0.00,12.09,0.00,0.00,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,2.32,TRUE,37,7,TRUE
53,0.00,10.27,0.00,0.00,0.00,0.00,0.00,6.75,0.00,0.00,0.00,0.00,2.03,0.00,0.00,0.00,0.00,2.85,FALSE,NA,NA,NA
54,0.00,8.36,0.00,0.00,0.00,0.00,0.00,0.00,12.32,0.00,0.00,0.00,2.69,0.00,0.00,0.00,0.00,4.27,FALSE,NA,NA,NA
55,0.00,12.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.02,0.00,0.00,2.58,0.00,0.00,0.00,0.00,3.38,FALSE,NA,NA,NA
56,0.00,12.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.12,0.00,2.57,0.00,0.00,0.00,0.00,3.05,FALSE,NA,NA,NA
57,0.00,8.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.60,2.02,0.00,0.00,0.00,0.00,2.30,FALSE,NA,NA,NA
58,0.00,0.00,11.52,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.81,0.00,0.00,0.00,0.00,4.36,FALSE,NA,NA,NA
59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.57,10.58,1.71,0.00,0.00,0.00,0.00,3.03,FALSE,NA,NA,NA
60,0.00,0.00,9.00,0.00,0.00,8.25,0.00,0.00,0.00,0.00,0.00,0.00,2.32,0.00,0.00,0.00,0.00,3.74,FALSE,NA,NA,NA
61,0.00,0.00,12.10,0.00,0.00,0.00,7.86,0.00,0.00,0.00,0.00,0.00,1.53,0.00,0.00,0.00,0.00,1.57,FALSE,NA,NA,NA
62,0.00,0.00,12.12,0.00,0.00,0.00,0.00,8.03,0.00,0.00,0.00,0.00,2.31,0.00,0.00,0.00,0.00,1.45,FALSE,NA,NA,NA
63,0.00,0.00,11.88,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,2.91,TRUE,153,20,TRUE
64,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,9.22,0.00,0.00,1.36,0.00,0.00,0.00,0.00,4.85,FALSE,NA,NA,NA
65,0.00,0.00,13.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.51,0.00,1.93,0.00,0.00,0.00,0.00,3.46,FALSE,NA,NA,NA
66,0.00,0.00,12.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.58,2.46,0.00,0.00,0.00,0.00,2.31,FALSE,NA,NA,NA
67,0.00,0.00,0.00,9.36,12.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.00,0.00,2.74,TRUE,19,97,TRUE
68,0.00,0.00,0.00,12.84,0.00,11.60,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,3.17,FALSE,NA,NA,NA
69,0.00,0.00,0.00,9.23,0.00,0.00,8.61,0.00,0.00,0.00,0.00,0.00,2.10,0.00,0.00,0.00,0.00,1.40,FALSE,NA,NA,NA
70,0.00,0.00,0.00,10.14,0.00,0.00,0.00,10.88,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,3.71,FALSE,NA,NA,NA
71,0.00,0.00,0.00,10.66,0.00,0.00,0.00,0.00,8.01,0.00,0.00,0.00,1.63,0.00,0.00,0.00,0.00,4.69,FALSE,NA,NA,NA
72,0.00,0.00,0.00,10.63,0.00,0.00,0.00,0.00,0.00,9.67,0.00,0.00,1.84,0.00,0.00,0.00,0.00,2.65,FALSE,NA,NA,NA
73,0.00,0.00,0.00,11.20,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,2.17,0.00,0.00,0.00,0.00,4.47,FALSE,NA,NA,NA
74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.10,0.00,11.98,0.00,1.45,0.00,0.00,0.00,0.00,4.83,FALSE,NA,NA,NA
75,0.00,0.00,0.00,0.00,8.64,9.05,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,0.00,0.00,0.00,2.35,FALSE,NA,NA,NA
76,0.00,0.00,0.00,0.00,13.91,0.00,8.12,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,0.00,0.00,2.63,FALSE,NA,NA,NA
77,0.00,0.00,0.00,0.00,9.44,0.00,0.00,9.90,0.00,0.00,0.00,0.00,2.98,0.00,0.00,0.00,0.00,3.46,FALSE,NA,NA,NA
78,0.00,0.00,0.00,0.00,10.18,0.00,0.00,0.00,9.29,0.00,0.00,0.00,1.31,0.00,0.00,0.00,0.00,1.93,FALSE,NA,NA,NA
79,0.00,0.00,0.00,0.00,8.95,0.00,0.00,0.00,0.00,9.87,0.00,0.00,2.46,0.00,0.00,0.00,0.00,3.05,FALSE,NA,NA,NA
80,0.00,0.00,0.00,0.00,8.45,0.00,0.00,0.00,0.00,0.00,8.76,0.00,1.70,0.00,0.00,0.00,0.00,3.06,FALSE,NA,NA,NA
81,0.00,0.00,0.00,0.00,11.60,0.00,0.00,0.00,0.00,0.00,0.00,11.02,2.15,0.00,0.00,0.00,0.00,1.63,FALSE,NA,NA,NA
82,0.00,0.00,0.00,0.00,0.00,11.27,9.11,0.00,0.00,0.00,0.00,0.00,2.12,0.00,0.00,0.00,0.00,3.43,FALSE,NA,NA,NA
83,0.00,0.00,0.00,0.00,0.00,9.13,0.00,9.80,0.00,0.00,0.00,0.00,3.08,0.00,0.00,0.00,0.00,2.59,FALSE,NA,NA,NA
84,0.00,0.00,0.00,0.00,0.00,9.48,0.00,0.00,8.56,0.00,0.00,0.00,1.47,0.00,0.00,0.00,0.00,4.37,FALSE,NA,NA,NA
85,0.00,0.00,0.00,0.00,0.00,11.40,0.00,0.00,0.00,11.66,0.00,0.00,1.80,0.00,0.00,0.00,0.00,3.89,FALSE,NA,NA,NA
86,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,12.37,0.00,1.19,0.00,0.00,0.00,0.00,2.27,FALSE,NA,NA,NA
87,0.00,0.00,0.00,0.00,0.00,11.49,0.00,0.00,0.00,0.00,0.00,9.68,1.08,0.00,0.00,0.00,0.00,3.23,FALSE,NA,NA,NA
88,0.00,0.00,0.00,0.00,0.00,0.00,11.86,6.30,0.00,0.00,0.00,0.00,2.82,0.00,0.00,0.00,0.00,4.34,FALSE,NA,NA,NA
89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.56,0.00,0.00,8.63,2.04,0.00,0.00,0.00,0.00,4.28,FALSE,NA,NA,NA
90,0.00,0.00,0.00,0.00,0.00,0.00,12.41,0.00,0.00,13.07,0.00,0.00,2.49,0.00,0.00,0.00,0.00,2.57,FALSE,NA,NA,NA
91,0.00,0.00,0.00,0.00,0.00,0.00,12.80,0.00,0.00,0.00,12.62,0.00,1.93,0.00,0.00,0.00,0.00,3.74,FALSE,NA,NA,NA
92,0.00,0.00,0.00,0.00,0.00,0.00,11.23,0.00,0.00,0.00,0.00,10.15,1.06,0.00,0.00,0.00,0.00,3.94,FALSE,NA,NA,NA
93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.46,13.11,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,4.67,FALSE,NA,NA,NA
94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,11.63,0.00,0.00,1.15,0.00,0.00,0.00,0.00,4.11,FALSE,NA,NA,NA
95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.06,0.00,0.00,12.17,0.00,2.66,0.00,0.00,0.00,0.00,1.73,FALSE,NA,NA,NA
96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.10,0.00,0.00,0.00,8.64,2.77,0.00,0.00,0.00,0.00,2.22,FALSE,NA,NA,NA
97,8.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.52,0.00,0.00,0.00,2.72,0.00,0.00,0.00,0.00,0.92,FALSE,NA,NA,NA
98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.88,0.00,8.72,1.35,0.00,0.00,0.00,0.00,1.14,FALSE,NA,NA,NA
99,0.00,0.00,0.00,0.00,0.00,0.00,7.75,0.00,0.00,0.00,0.00,8.49,2.75,0.00,0.00,0.00,0.00,1.21,FALSE,NA,NA,NA
100,0.00,0.00,0.00,0.00,0.00,0.00,10.09,0.00,0.00,0.00,11.30,0.00,1.42,0.00,0.00,0.00,0.00,1.36,FALSE,NA,NA,NA
101,0.00,0.00,0.00,0.00,0.00,9.87,0.00,0.00,13.09,0.00,0.00,0.00,1.15,0.00,0.00,0.00,0.00,1.23,TRUE,21,48,FALSE
102,0.00,0.00,0.00,8.37,9.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.35,0.00,0.00,0.00,0.00,1.44,TRUE,18,7,TRUE
103,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.15,0.00,0.00,10.31,2.50,0.00,0.00,0.00,0.00,1.52,TRUE,22,5,FALSE
104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.68,12.83,0.00,0.00,2.54,0.00,0.00,0.00,0.00,4.72,FALSE,NA,NA,NA
105,5.45,11.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.55,0.00,0.00,0.00,0.00,1.88,FALSE,NA,NA,NA
106,0.00,13.49,0.00,0.00,0.00,0.00,0.00,10.44,0.00,0.00,0.00,0.00,2.92,0.00,0.00,0.00,0.00,4.88,FALSE,NA,NA,NA
107,0.00,13.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.85,0.00,1.78,0.00,0.00,0.00,0.00,1.98,FALSE,NA,NA,NA
108,0.00,0.00,0.00,0.00,0.00,12.34,0.00,0.00,0.00,8.93,0.00,0.00,3.07,0.00,0.00,0.00,0.00,2.14,FALSE,NA,NA,NA
109,0.00,11.91,0.00,0.00,0.00,0.00,0.00,9.94,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.94,TRUE,30,2,FALSE
110,0.00,0.00,7.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.12,0.99,0.00,0.00,0.00,0.00,1.43,FALSE,NA,NA,NA
111,0.00,0.00,0.00,8.53,7.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,1.33,TRUE,18,7,FALSE
112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.80,0.00,11.84,1.97,0.00,0.00,0.00,0.00,1.23,FALSE,NA,NA,NA
113,0.00,0.00,0.00,0.00,0.00,12.39,8.04,0.00,0.00,0.00,0.00,0.00,3.02,0.00,0.00,0.00,0.00,1.31,TRUE,32,178,FALSE
114,0.00,0.00,0.00,0.00,0.00,12.17,0.00,0.00,11.06,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,4.62,FALSE,NA,NA,NA
115,0.00,0.00,0.00,0.00,0.00,7.92,0.00,0.00,0.00,12.63,0.00,0.00,2.17,0.00,0.00,0.00,0.00,1.35,FALSE,NA,NA,NA
116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.13,0.00,0.00,11.78,2.81,0.00,0.00,0.00,0.00,2.11,TRUE,35,49,TRUE
117,0.00,0.00,0.00,0.00,11.91,13.74,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.00,0.00,4.32,FALSE,NA,NA,NA
118,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.81,9.82,0.00,0.00,0.00,1.24,0.00,0.00,0.00,0.00,1.70,FALSE,NA,NA,NA
119,0.00,0.00,0.00,0.00,0.00,11.58,0.00,8.63,0.00,0.00,0.00,0.00,1.87,0.00,0.00,0.00,0.00,1.47,FALSE,NA,NA,NA
120,0.00,0.00,0.00,0.00,13.32,0.00,0.00,0.00,0.00,0.00,0.00,8.28,2.67,0.00,0.00,0.00,0.00,4.34,FALSE,NA,NA,NA
121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,12.97,0.00,2.56,0.00,0.00,0.00,0.00,1.49,FALSE,NA,NA,NA
122,0.00,0.00,0.00,0.00,0.00,0.00,10.83,11.02,0.00,0.00,0.00,0.00,2.96,0.00,0.00,0.00,0.00,3.39,FALSE,NA,NA,NA
123,0.00,0.00,0.00,0.00,0.00,0.00,12.53,12.00,0.00,0.00,0.00,0.00,1.61,0.00,0.00,0.00,0.00,2.00,FALSE,NA,NA,NA
124,0.00,0.00,0.00,12.02,0.00,0.00,0.00,0.00,13.18,0.00,0.00,0.00,1.13,0.00,0.00,0.00,0.00,2.79,FALSE,NA,NA,NA
125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,0.00,0.00,10.55,1.17,0.00,0.00,0.00,0.00,5.24,FALSE,NA,NA,NA
126,0.00,0.00,0.00,0.00,0.00,0.00,13.08,0.00,0.00,0.00,0.00,8.95,2.16,0.00,0.00,0.00,0.00,5.52,FALSE,NA,NA,NA
127,0.00,0.00,0.00,0.00,0.00,0.00,9.69,0.00,12.51,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,3.45,FALSE,NA,NA,NA
128,0.00,12.90,0.00,0.00,0.00,0.00,0.00,10.49,0.00,0.00,0.00,0.00,1.54,0.00,0.00,0.00,0.00,4.90,FALSE,NA,NA,NA
129,0.00,0.00,0.00,0.00,0.00,7.59,0.00,0.00,0.00,0.00,0.00,10.81,2.79,0.00,0.00,0.00,0.00,2.07,FALSE,NA,NA,NA
130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.14,12.55,2.32,0.00,0.00,0.00,0.00,1.85,FALSE,NA,NA,NA
131,0.00,0.00,0.00,0.00,0.00,0.00,11.28,0.00,0.00,0.00,0.00,13.02,1.55,0.00,0.00,0.00,0.00,2.16,TRUE,252,130,FALSE
132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.87,0.00,0.00,0.00,12.92,2.90,0.00,0.00,0.00,0.00,4.32,FALSE,NA,NA,NA
133,0.00,0.00,0.00,0.00,0.00,9.28,11.56,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00,0.00,0.00,2.26,FALSE,NA,NA,NA
134,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.91,0.00,12.90,2.77,0.00,0.00,0.00,0.00,3.08,FALSE,NA,NA,NA
135,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.95,0.00,0.00,9.89,0.00,1.76,0.00,0.00,0.00,0.00,1.79,FALSE,NA,NA,NA
136,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.23,0.00,0.00,0.00,12.27,1.45,0.00,0.00,0.00,0.00,2.45,FALSE,NA,NA,NA
137,0.00,0.00,0.00,0.00,11.32,0.00,12.14,0.00,0.00,0.00,0.00,0.00,2.05,0.00,0.00,0.00,0.00,1.90,TRUE,430,1212,FALSE
138,6.68,0.00,0.00,0.00,0.00,12.45,0.00,0.00,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.00,0.00,1.88,FALSE,NA,NA,NA
139,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.51,0.00,9.10,0.00,1.74,0.00,0.00,0.00,0.00,2.43,FALSE,NA,NA,NA
140,0.00,0.00,0.00,11.04,0.00,10.52,0.00,0.00,0.00,0.00,0.00,0.00,2.96,0.00,0.00,0.00,0.00,2.18,FALSE,NA,NA,NA
141,0.00,0.00,0.00,0.00,0.00,0.00,9.20,0.00,0.00,0.00,0.00,11.89,2.36,0.00,0.00,0.00,0.00,3.78,FALSE,NA,NA,NA
142,0.00,0.00,0.00,10.13,8.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.07,0.00,0.00,0.00,0.00,1.83,TRUE,20,13,TRUE
143,0.00,10.84,0.00,0.00,0.00,0.00,0.00,11.41,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,3.28,FALSE,NA,NA,NA
144,0.00,0.00,0.00,0.00,0.00,10.40,0.00,13.16,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,2.51,FALSE,NA,NA,NA
145,0.00,0.00,0.00,0.00,11.25,0.00,0.00,0.00,12.96,0.00,0.00,0.00,2.72,0.00,0.00,0.00,0.00,1.00,TRUE,41,25,TRUE
146,0.00,0.00,0.00,0.00,13.80,0.00,0.00,0.00,0.00,0.00,10.95,0.00,1.06,0.00,0.00,0.00,0.00,1.50,FALSE,NA,NA,NA
147,0.00,0.00,0.00,6.58,12.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.88,0.00,0.00,0.00,0.00,3.68,TRUE,27,237,FALSE
148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.52,0.00,10.98,0.00,0.00,2.26,0.00,0.00,0.00,0.00,1.67,FALSE,NA,NA,NA
149,0.00,0.00,0.00,0.00,0.00,0.00,10.10,0.00,0.00,12.93,0.00,0.00,1.02,0.00,0.00,0.00,0.00,2.22,FALSE,NA,NA,NA
150,0.00,0.00,0.00,12.49,0.00,0.00,0.00,0.00,9.58,0.00,0.00,0.00,2.52,0.00,0.00,0.00,0.00,1.66,TRUE,48,227,FALSE
151,0.00,10.96,0.00,0.00,0.00,0.00,12.72,0.00,0.00,0.00,0.00,0.00,1.56,0.00,0.00,0.00,0.00,1.10,TRUE,26,3,TRUE
152,0.00,0.00,0.00,10.89,0.00,0.00,0.00,0.00,0.00,0.00,12.36,0.00,1.60,0.00,0.00,0.00,0.00,1.43,FALSE,NA,NA,NA
153,0.00,0.00,0.00,13.20,6.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,0.00,0.00,0.00,0.00,3.75,TRUE,52,212,FALSE
154,0.00,0.00,0.00,0.00,13.36,0.00,10.50,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,1.62,TRUE,40,748,FALSE
155,0.00,0.00,0.00,0.00,0.00,0.00,9.29,0.00,10.50,0.00,0.00,0.00,1.39,0.00,0.00,0.00,0.00,1.28,TRUE,15,4,FALSE
156,0.00,0.00,0.00,0.00,0.00,12.67,0.00,0.00,0.00,9.83,0.00,0.00,2.31,0.00,0.00,0.00,0.00,2.97,FALSE,NA,NA,NA
